SetID,Number,YearFrom,Category,Theme,Subtheme,SetName,ImageFilename,USRetailPrice,Pieces,Minifigs,PackagingType,Availability,Width,Height,Depth,Weight,AgeMin,AgeMax,OwnCount,WantCount,Released,Rating,BrickLinkSoldPriceNew,BrickLinkSoldPriceUsed,LaunchDate,ExitDate,QtyOwned,QtyOwnedNew,QtyOwnedUsed,QtyWanted,WantedPriority
25614,31052,2016,Normal,Creator,3 in 1,Vacation Getaways,31052-1,69.99,792.0,2.0,Box,Retail,54.0004,28.194,5.8928,1.401599,9.0,14.0,9170,3104,X,10,83.5,60.26,01/06/2016 00:00:00,31/07/2018 00:00:00,0,0,0,0,0
25615,31053,2016,Normal,Creator,3 in 1,Treehouse Adventures,31053-1,34.99,387.0,2.0,Box,Retail,28.194,26.2128,5.8928,0.7030676,7.0,12.0,4335,1957,X,10,42.33,18.3,01/06/2016 00:00:00,31/12/2017 00:00:00,0,0,0,0,0
26422,31054,2017,Normal,Creator,3 in 1,Blue Express ,31054-1,4.99,71.0,,Box,Retail,12.192,9.0932,4.699,0.08164656,6.0,12.0,4615,560,X,5,14.44,3.88,01/01/2017 00:00:00,31/12/2017 00:00:00,0,0,0,0,0
26653,31055,2017,Normal,Creator,3 in 1,Red Racer,31055-1,4.99,72.0,,Box,Retail,12.192,9.0932,4.699,0.07711064,6.0,12.0,2848,320,X,0,6.26,2.96,01/01/2017 00:00:00,31/12/2017 00:00:00,0,0,0,0,0
26423,31056,2017,Normal,Creator,3 in 1,Green Cruiser,31056-1,9.99,122.0,,Box,Retail,19.1008,14.097,4.5974,0.2041164,6.0,12.0,3578,495,X,12,4.38,4.77,,,0,0,0,0,0
26424,31057,2017,Normal,Creator,3 in 1,Air Blazer,31057-1,9.99,102.0,,Box,Retail,19.1008,14.097,4.5974,0.1814368,6.0,12.0,2995,379,X,0,8.5,4.47,,,0,0,0,0,0
26425,31058,2017,Normal,Creator,3 in 1,Mighty Dinosaurs,31058-1,14.99,174.0,,Box,Retail,26.2128,14.097,4.8006,0.2358678,7.0,12.0,14655,936,X,24,8.75,6.74,,,0,0,0,0,0
26426,31059,2017,Normal,Creator,3 in 1,Sunset Street Bike,31059-1,19.99,194.0,,Box,Retail,26.2128,19.1008,6.096,0.3674095,8.0,12.0,1239,419,X,0,12.1,17.25,,,0,0,0,0,0
26427,31060,2017,Normal,Creator,3 in 1,Airshow Aces,31060-1,19.99,246.0,,Box,Retail,26.2128,19.1008,4.5974,0.3583377,7.0,12.0,1355,375,X,5,34.99,13.0,,,0,0,0,0,0
26429,31062,2017,Normal,Creator,3 in 1,Robo Explorer,31062-1,19.99,205.0,,Box,Retail,26.2128,19.1008,4.5974,0.3175144,7.0,12.0,5899,886,X,15,27.52,8.6,01/01/2017 00:00:00,31/12/2018 00:00:00,0,0,0,0,0
26430,31063,2017,Normal,Creator,3 in 1,Beachside Vacation,31063-1,29.99,275.0,2.0,Box,Retail,35.4076,19.1008,5.8928,0.5805978,7.0,12.0,3635,1469,X,4,25.86,13.32,01/01/2017 00:00:00,31/12/2017 00:00:00,0,0,0,0,0
26431,31064,2017,Normal,Creator,3 in 1,Island Adventures,31064-1,34.99,359.0,1.0,Box,Retail,35.4076,19.1008,7.0104,0.621421,7.0,12.0,2322,1155,X,19,30.0,21.25,01/01/2017 00:00:00,31/12/2017 00:00:00,0,0,0,0,0
26432,31065,2017,Normal,Creator,3 in 1,Park Street Townhouse,31065-1,49.99,566.0,2.0,Box,Retail,48.006,28.194,6.096,1.075013,8.0,12.0,4831,2707,X,8,76.52,47.61,01/01/2017 00:00:00,31/12/2017 00:00:00,0,0,0,0,0
26743,31066,2017,Normal,Creator,3 in 1,Space Shuttle Explorer,31066-1,29.99,285.0,1.0,Box,Retail,35.4076,19.1008,5.8928,0.5533822,7.0,12.0,5308,1447,X,14,32.94,20.59,01/06/2017 00:00:00,31/12/2018 00:00:00,0,0,0,0,0
26740,31067,2017,Normal,Creator,3 in 1,Modular Poolside Holiday,31067-1,29.99,356.0,2.0,Box,Retail,35.4076,19.1008,7.0104,0.5896696,7.0,12.0,3845,1970,X,3,34.0,25.54,01/06/2017 00:00:00,31/07/2018 00:00:00,0,0,0,0,0
26741,31068,2017,Normal,Creator,3 in 1,Modular Modern Home,31068-1,29.99,386.0,2.0,Box,Retail,38.2016,26.2128,5.6388,0.739355,8.0,12.0,4641,2268,X,14,40.75,27.75,01/06/2017 00:00:00,31/12/2018 00:00:00,0,0,0,0,0
26742,31069,2017,Normal,Creator,3 in 1,Modular Family Villa,31069-1,69.99,728.0,3.0,Box,Retail,48.006,28.194,7.3914,1.442423,8.0,12.0,3725,2376,X,4,63.94,48.45,01/06/2017 00:00:00,31/12/2018 00:00:00,0,0,0,0,0
26744,31070,2017,Normal,Creator,3 in 1,Turbo Track Racer,31070-1,59.99,664.0,,Box,Retail,48.006,28.194,6.096,1.147588,9.0,12.0,2484,928,X,15,44.95,77.81,01/06/2017 00:00:00,31/12/2018 00:00:00,0,0,0,0,0
27465,31071,2018,Normal,Creator,3 in 1,Drone Explorer,31071-1,9.99,109.0,,Box,Retail,19.1,14.1,4.6,0.17,7.0,12.0,4184,610,X,13,10.45,4.54,,,0,0,0,0,0
27466,31072,2018,Normal,Creator,3 in 1,Extreme Engines,31072-1,9.99,109.0,,Box,Retail,19.1,14.1,4.6,0.19,6.0,12.0,3885,511,X,5,11.26,5.5,,,0,0,0,0,0
27462,31073,2018,Normal,Creator,3 in 1,Mythical Creatures,31073-1,14.99,223.0,,Box,Retail,26.2,14.1,4.8,0.3,7.0,12.0,4337,660,X,14,21.29,9.43,01/01/2018 00:00:00,31/12/2019 00:00:00,0,0,0,0,0
27467,31074,2018,Normal,Creator,3 in 1,Rocket Rally Car,31074-1,19.99,241.0,,Box,Retail,26.2,19.1,6.1,0.44,7.0,12.0,2338,548,X,4,28.0,5.92,01/01/2018 00:00:00,31/12/2019 00:00:00,0,0,0,0,0
27468,31075,2018,Normal,Creator,3 in 1,Outback Adventures,31075-1,19.99,225.0,1.0,Box,Retail,26.0,19.0,6.0,0.393,7.0,12.0,2439,1117,X,8,25.73,16.58,,,0,0,0,0,0
27464,31076,2018,Normal,Creator,3 in 1,Daredevil Stunt Plane,31076-1,19.99,200.0,1.0,Box,Retail,26.0,18.9,4.5,,7.0,12.0,2937,948,X,8,21.88,11.87,,,0,0,0,0,0
27814,31077,2018,Normal,Creator,3 in 1,Modular Sweet Surprises,31077-1,39.99,396.0,3.0,Box,Retail,38.0,26.0,5.3,0.719,8.0,12.0,4596,1924,X,4,40.32,26.07,01/06/2018 00:00:00,31/12/2019 00:00:00,0,0,0,0,0
28065,31078,2018,Normal,Creator,3 in 1,Treehouse Treasures ,31078-1,29.99,260.0,2.0,Box,{Not specified},28.2,26.2,5.9,,,,3764,1491,X,3,35.06,23.94,01/06/2018 00:00:00,31/07/2020 00:00:00,0,0,0,0,0
27460,31079,2018,Normal,Creator,3 in 1,Sunshine Surfer Van,31079-1,34.99,379.0,2.0,Box,Retail,35.2,19.0,5.8,0.6,8.0,12.0,7009,1998,X,9,37.77,24.17,01/01/2018 00:00:00,31/12/2019 00:00:00,0,0,0,0,0
27461,31080,2018,Normal,Creator,3 in 1,Modular Winter Vacation,31080-1,34.99,374.0,2.0,Box,Retail,35.2,19.0,6.7,,7.0,12.0,3194,1703,X,0,29.74,36.51,01/01/2018 00:00:00,31/12/2018 00:00:00,0,0,0,0,0
27463,31081,2018,Normal,Creator,3 in 1,Modular Skate House,31081-1,39.99,422.0,2.0,Box,Retail,38.0,26.0,5.3,0.81,8.0,12.0,3308,1791,X,4,46.93,34.24,,,0,0,0,0,0
27815,31083,2018,Normal,Creator,3 in 1,Cruising Adventures,31083-1,59.99,597.0,3.0,Box,Retail,48.0,28.2,6.1,1.19,,,2989,1372,X,9,58.15,43.57,01/06/2018 00:00:00,31/12/2019 00:00:00,0,0,0,0,0
27809,31084,2018,Normal,Creator,3 in 1,Pirate Roller Coaster,31084-1,89.99,923.0,5.0,Box,Retail,54.0,28.2,9.1,1.94,9.0,14.0,7373,2621,X,20,119.15,72.15,01/06/2018 00:00:00,31/12/2019 00:00:00,0,0,0,0,0
27816,31085,2018,Normal,Creator,3 in 1,Mobile Stunt Show,31085-1,49.99,581.0,2.0,Box,Retail,48.0,28.2,6.1,,,,1254,687,X,4,40.2,31.98,01/06/2018 00:00:00,31/12/2018 00:00:00,0,0,0,0,0
28426,31086,2019,Normal,Creator,3 in 1,Futuristic Flyer,31086-1,14.99,157.0,,Box,Retail,26.2,14.1,4.8,0.27,7.0,,1968,499,X,9,23.03,10.56,,,0,0,0,0,0
28427,31087,2019,Normal,Creator,3 in 1,Dune Buggy,31087-1,12.99,147.0,,Box,Retail,19.1,14.1,6.1,0.25,,,2266,410,X,4,10.51,5.75,,,0,0,0,0,0
28400,31088,2019,Normal,Creator,3 in 1,Deep Sea Creatures,31088-1,14.99,230.0,,Box,Retail,26.2,14.1,4.8,0.31,7.0,,12387,933,X,14,12.49,6.71,,,0,0,0,0,0
28425,31089,2019,Normal,Creator,3 in 1,Sunset Track Racer,31089-1,19.99,221.0,,Box,Retail,26.2,19.1,6.1,0.38,7.0,,2472,538,X,5,20.56,9.48,,,0,0,0,0,0
28401,31090,2019,Normal,Creator,3 in 1,Underwater Robot,31090-1,19.99,207.0,,Box,Retail,26.2,19.1,6.1,0.36,7.0,,3560,730,X,14,47.78,19.47,,,0,0,0,0,0
28424,31091,2019,Normal,Creator,3 in 1,Shuttle Transporter,31091-1,24.99,341.0,,Box,Retail,35.4,19.1,5.9,0.51,7.0,,3123,753,X,10,26.39,14.1,,,0,0,0,0,0
28501,31092,2019,Normal,Creator,3 in 1,Helicopter Adventure,31092-1,9.99,114.0,,Box,Retail,19.1,14.1,4.6,0.19,,,2206,307,X,6,11.16,4.28,01/01/2019 00:00:00,31/12/2020 00:00:00,0,0,0,0,0
28500,31093,2019,Normal,Creator,3 in 1,Riverside Houseboat,31093-1,39.99,396.0,2.0,Box,Retail,35.4,19.1,7.0,0.67,7.0,,4945,1522,X,8,27.9,22.43,01/01/2019 00:00:00,31/12/2021 00:00:00,0,0,0,0,0
28499,31094,2019,Normal,Creator,3 in 1,Race Plane,31094-1,29.99,333.0,1.0,Box,Retail,35.4,19.1,7.0,0.64,7.0,,1889,808,X,0,30.38,16.55,01/01/2019 00:00:00,31/12/2020 00:00:00,0,0,0,0,0
29050,31095,2019,Normal,Creator,3 in 1,Fairground Carousel,31095-1,49.99,595.0,3.0,Box,Retail,48.0,28.2,6.1,,8.0,,4636,1607,X,0,50.17,22.5,01/06/2019 00:00:00,31/12/2020 00:00:00,0,0,0,0,0
29049,31096,2019,Normal,Creator,3 in 1,Twin-Rotor Helicopter,31096-1,59.99,569.0,1.0,Box,Retail,48.0,28.2,7.4,,9.0,,1337,787,X,5,47.49,34.85,01/06/2019 00:00:00,31/12/2020 00:00:00,0,0,0,0,0
29048,31097,2019,Normal,Creator,3 in 1,Townhouse Pet Shop & Café,31097-1,79.99,969.0,3.0,Box,Retail,47.5,37.4,6.6,1.698,9.0,,6987,2815,X,14,68.94,60.41,01/06/2019 00:00:00,31/12/2021 00:00:00,0,0,0,0,0
29262,31098,2019,Normal,Creator,3 in 1,Outback Cabin,31098-1,29.99,305.0,2.0,Box,Retail,35.8,19.1,5.6,0.539,7.0,,2258,1292,X,4,44.2,22.09,01/06/2019 00:00:00,31/12/2020 00:00:00,0,0,0,0,0
29737,31099,2020,Normal,Creator,3 in 1,Propeller Plane,31099-1,9.99,128.0,,Box,Retail,19.1,14.1,4.6,0.17,,,2851,364,X,0,8.45,7.83,01/01/2020 00:00:00,31/12/2021 00:00:00,0,0,0,0,0
29738,31100,2020,Normal,Creator,3 in 1,Sports Car,31100-1,9.99,134.0,,Box,Retail,19.1,14.1,6.1,0.22,,,3525,342,X,6,7.66,6.17,01/01/2020 00:00:00,31/12/2022 00:00:00,0,0,0,0,0
29704,31101,2020,Normal,Creator,3 in 1,Monster Truck,31101-1,14.99,163.0,,Box,Retail,26.2,14.1,4.8,0.25,7.0,,1857,285,X,0,13.23,7.02,01/01/2020 00:00:00,31/12/2021 00:00:00,0,0,0,0,0
29705,31102,2020,Normal,Creator,3 in 1,Fire Dragon,31102-1,19.99,234.0,,Box,Retail,26.2,19.1,4.6,0.34,7.0,,2840,629,X,4,22.76,12.86,01/01/2020 00:00:00,31/12/2021 00:00:00,0,0,0,0,0
29706,31103,2020,Normal,Creator,3 in 1,Rocket Truck,31103-1,19.99,198.0,,Box,Retail,26.2,19.1,6.1,0.38,7.0,,982,366,X,0,15.89,11.39,01/01/2020 00:00:00,31/12/2020 00:00:00,0,0,0,0,0
29694,31104,2020,Normal,Creator,3 in 1,Monster Burger Truck,31104-1,49.99,499.0,2.0,Box,Retail,38.2,26.2,7.1,0.93,8.0,,3270,1404,X,0,53.1,29.48,01/01/2020 00:00:00,31/12/2021 00:00:00,0,0,0,0,0
29695,31105,2020,Normal,Creator,3 in 1,Townhouse Toy Store,31105-1,39.99,554.0,2.0,Box,Retail,38.0,26.0,5.3,0.883,8.0,,8049,2331,X,16,39.66,32.96,01/01/2020 00:00:00,31/12/2021 00:00:00,0,0,0,0,0
29947,31107,2020,Normal,Creator,3 in 1,Space Rover Explorer,31107-1,39.99,510.0,1.0,Box,Retail,38.2,26.2,7.1,0.75,8.0,,2690,1285,X,10,44.7,36.9,01/06/2020 00:00:00,31/12/2021 00:00:00,0,0,0,0,0
29948,31108,2020,Normal,Creator,3 in 1,Caravan Family Holiday,31108-1,69.99,766.0,3.0,Box,Retail,53.5,28.0,7.2,1.369,9.0,,4047,1754,X,0,61.09,36.12,01/06/2020 00:00:00,31/12/2022 00:00:00,0,0,0,0,0
29949,31109,2020,Normal,Creator,3 in 1,Pirate Ship,31109-1,119.99,1264.0,4.0,Box,Retail,47.6,37.4,8.8,2.039,9.0,,11676,3349,X,17,80.53,71.09,01/06/2020 00:00:00,31/12/2025 00:00:00,0,0,0,0,0
30744,31111,2021,Normal,Creator,3 in 1,Cyber Drone,31111-1,9.99,113.0,1.0,Box,Retail,19.1,14.1,4.6,,,,5351,783,X,29,9.7,5.21,01/01/2021 00:00:00,31/12/2023 00:00:00,0,0,0,0,0
30745,31112,2021,Normal,Creator,3 in 1,Wild Lion,31112-1,14.99,224.0,,Box,Retail,26.0,14.0,4.6,0.314,7.0,,3529,484,X,0,12.29,7.37,01/01/2021 00:00:00,31/12/2022 00:00:00,0,0,0,0,0
30746,31113,2021,Normal,Creator,3 in 1,Race Car Transporter,31113-1,19.99,328.0,,Box,Retail,26.2,19.1,6.1,,7.0,,1768,385,X,0,24.46,9.0,01/01/2021 00:00:00,31/12/2022 00:00:00,0,0,0,0,0
30747,31114,2021,Normal,Creator,3 in 1,Superbike,31114-1,19.99,236.0,,Box,Retail,26.2,19.1,6.1,,8.0,,1401,310,X,0,18.75,8.83,01/01/2021 00:00:00,31/12/2022 00:00:00,0,0,0,0,0
30748,31115,2021,Normal,Creator,3 in 1,Space Mining Mech,31115-1,24.99,327.0,,Box,Retail,26.2,19.1,6.1,,7.0,,1882,726,X,0,34.12,17.43,01/03/2021 00:00:00,31/12/2022 00:00:00,0,0,0,0,0
30749,31116,2021,Normal,Creator,3 in 1,Safari Wildlife Tree House,31116-1,29.99,397.0,2.0,Box,Retail,28.2,26.0,5.6,0.67,7.0,,3112,1011,X,5,23.37,8.34,01/03/2021 00:00:00,31/12/2022 00:00:00,0,0,0,0,0
30750,31117,2021,Normal,Creator,3 in 1,Space Shuttle Adventure,31117-1,39.99,486.0,1.0,Box,Retail,38.2,26.2,7.1,,8.0,,2127,1023,X,0,36.43,30.79,01/06/2021 00:00:00,31/12/2022 00:00:00,0,0,0,0,0
30751,31118,2021,Normal,Creator,3 in 1,Surfer Beach House,31118-1,49.99,564.0,2.0,Box,Retail,38.2,26.2,7.1,1.041,8.0,,4674,1617,X,5,41.71,29.96,01/01/2021 00:00:00,31/12/2023 00:00:00,0,0,0,0,0
31351,31119,2021,Normal,Creator,3 in 1,Ferris Wheel,31119-1,79.99,1002.0,5.0,Box,Retail,47.6,37.4,6.6,1.442,9.0,,4108,1647,X,0,96.77,54.97,01/06/2021 00:00:00,31/12/2022 00:00:00,0,0,0,0,0
31352,31120,2021,Normal,Creator,3 in 1,Medieval Castle,31120-1,99.99,1426.0,4.0,Box,Retail,47.6,37.4,9.0,2.283,9.0,,10254,3235,X,33,98.69,91.82,01/08/2021 00:00:00,31/12/2024 00:00:00,0,0,0,0,0
31353,31121,2021,Normal,Creator,3 in 1,Crocodile,31121-1,29.99,454.0,,Box,Retail,35.2,18.9,5.7,0.584,7.0,,2282,1025,X,0,46.84,30.52,01/06/2021 00:00:00,31/12/2022 00:00:00,0,0,0,0,0
31354,31122,2021,Normal,Creator,3 in 1,Fish Tank,31122-1,29.99,352.0,,Box,Retail,35.2,18.9,5.6,0.578,8.0,,5505,1726,X,0,52.64,24.85,01/06/2021 00:00:00,31/12/2022 00:00:00,0,0,0,0,0
31926,31123,2022,Normal,Creator,3 in 1,Off-Road Buggy,31123-1,14.99,160.0,,Box,Retail,26.2,14.1,6.1,,,,1036,283,X,0,11.73,6.88,01/03/2022 00:00:00,31/07/2023 00:00:00,0,0,0,0,0
31927,31124,2022,Normal,Creator,3 in 1,Super Robot,31124-1,9.99,159.0,,Box,Retail,19.1,14.1,4.6,,,,3538,373,X,5,7.47,4.34,01/03/2022 00:00:00,31/12/2024 00:00:00,0,0,0,0,0
31928,31125,2022,Normal,Creator,3 in 1,Fantasy Forest Creatures,31125-1,14.99,175.0,,Box,Retail,26.0,14.0,4.6,0.246,7.0,,5059,570,X,0,8.63,8.0,01/03/2022 00:00:00,31/12/2024 00:00:00,0,0,0,0,0
31929,31126,2022,Normal,Creator,3 in 1,Supersonic-jet,31126-1,19.99,215.0,,Box,Retail,26.2,19.1,4.6,,7.0,,1964,556,X,0,15.91,11.28,01/03/2022 00:00:00,31/12/2024 00:00:00,0,0,0,0,0
31930,31127,2022,Normal,Creator,3 in 1,Street Racer,31127-1,19.99,258.0,,Box,Retail,26.2,19.1,6.1,,7.0,,1775,424,X,0,15.03,13.36,01/03/2022 00:00:00,31/12/2023 00:00:00,0,0,0,0,0
31931,31128,2022,Normal,Creator,3 in 1,Dolphin and Turtle,31128-1,9.99,137.0,,Box,Retail,18.8,14.0,4.5,0.181,,,4963,553,X,7,8.11,6.49,01/03/2022 00:00:00,31/12/2023 00:00:00,0,0,0,0,0
31932,31129,2022,Normal,Creator,3 in 1,Majestic Tiger,31129-1,49.99,755.0,,Box,Retail,38.0,26.0,5.3,0.892,9.0,,6491,1430,X,5,34.23,30.74,01/01/2022 00:00:00,31/12/2025 00:00:00,0,0,0,0,0
31933,31130,2022,Normal,Creator,3 in 1,Sunken Treasure Mission,31130-1,34.99,522.0,2.0,Box,Retail,35.4,19.1,5.9,,8.0,,2049,894,X,3,36.15,14.99,01/06/2022 00:00:00,31/12/2023 00:00:00,0,0,0,0,0
31934,31131,2022,Normal,Creator,3 in 1,Downtown Noodle Shop,31131-1,44.99,569.0,2.0,Box,Retail,38.0,26.0,5.5,0.893,8.0,,5683,1680,X,0,44.88,31.04,01/06/2022 00:00:00,31/12/2023 00:00:00,0,0,0,0,0
31935,31132,2022,Normal,Creator,3 in 1,Viking Ship and the Midgard Serpent,31132-1,119.99,1192.0,4.0,Box,Retail,48.0,37.8,7.1,,9.0,,5706,2373,X,14,105.57,89.96,01/06/2022 00:00:00,31/12/2023 00:00:00,0,0,0,0,0
34273,31133,2023,Normal,Creator,3 in 1,White Rabbit,31133-1,19.99,258.0,,Box,Retail,26.0,19.0,6.0,0.411,8.0,,5027,669,X,0,13.91,9.35,01/01/2023 00:00:00,31/12/2024 00:00:00,0,0,0,0,0
34428,31134,2023,Normal,Creator,3 in 1,Space Shuttle,31134-1,9.99,144.0,,Box,Retail,19.0,14.0,4.4,0.215,6.0,,4538,559,X,10,7.64,6.24,01/03/2023 00:00:00,31/12/2026 00:00:00,0,0,0,0,0
34429,31135,2023,Normal,Creator,3 in 1,Vintage Motorcycle,31135-1,14.99,128.0,,Box,Retail,19.0,14.0,4.4,0.171,8.0,,2034,673,X,5,9.97,6.64,01/03/2023 00:00:00,31/12/2024 00:00:00,0,0,0,0,0
34425,31136,2023,Normal,Creator,3 in 1,Exotic Parrot,31136-1,19.99,253.0,,Box,Retail,19.0,26.2,6.0,0.36,7.0,,6157,1271,X,0,16.25,14.35,01/03/2023 00:00:00,31/07/2026 00:00:00,0,0,0,0,0
34424,31137,2023,Normal,Creator,3 in 1,Adorable Dogs,31137-1,29.99,475.0,,Box,Retail,35.2,19.0,6.8,0.591,7.0,,2312,553,X,0,24.86,13.5,01/03/2023 00:00:00,31/12/2025 00:00:00,0,0,0,0,0
34438,31138,2023,Normal,Creator,3 in 1,Beach Camper Van,31138-1,49.99,556.0,2.0,Box,Retail,38.0,26.0,5.3,0.971,8.0,,1684,1306,X,0,39.28,20.0,01/03/2023 00:00:00,31/12/2024 00:00:00,0,0,0,0,0
34427,31139,2023,Normal,Creator,3 in 1,Cozy House,31139-1,59.99,808.0,3.0,Box,Retail,38.0,26.0,6.8,1.17,8.0,,2835,1785,X,14,45.09,32.49,01/03/2023 00:00:00,31/07/2025 00:00:00,0,0,0,0,0
34426,31140,2023,Normal,Creator,3 in 1,Magical Unicorn,31140-1,9.99,145.0,,Box,Retail,19.0,14.0,4.4,0.227,7.0,,5144,553,X,0,9.94,5.56,01/03/2023 00:00:00,31/12/2026 00:00:00,0,0,0,0,0
45443,31141,2023,Normal,Creator,3 in 1,Main Street,31141-1,139.99,1459.0,6.0,Box,Retail,48.0,37.8,7.1,2.175,9.0,,1849,1134,X,0,76.38,65.0,01/08/2023 00:00:00,31/12/2024 00:00:00,0,0,0,0,0
45444,31142,2023,Normal,Creator,3 in 1,Space Roller Coaster,31142-1,109.99,874.0,6.0,Box,Retail,54.0,28.2,7.9,,9.0,,2217,1638,X,5,87.01,70.0,01/08/2023 00:00:00,31/12/2025 00:00:00,0,0,0,0,0
34358,31143,2023,Normal,Creator,3 in 1,Birdhouse,31143-1,29.99,476.0,,Box,Retail,28.2,26.2,5.9,0.659,8.0,,4428,1348,X,4,24.72,21.74,01/01/2023 00:00:00,31/12/2024 00:00:00,0,0,0,0,0
47126,31144,2023,Normal,Creator,3 in 1,Exotic Pink Parrot,31144-1,19.99,253.0,,Box,Retail,19.1,26.2,6.1,0.357,7.0,,2375,861,X,4,24.15,22.02,01/08/2023 00:00:00,31/12/2024 00:00:00,0,0,0,0,0
48400,31145,2024,Normal,Creator,3 in 1,Red Dragon,31145-1,9.99,149.0,,Box,Retail,19.0,14.0,4.5,0.182,6.0,,3050,529,X,0,8.59,5.0,01/01/2024 00:00:00,31/12/2025 00:00:00,0,0,0,0,0
48401,31146,2024,Normal,Creator,3 in 1,Flatbed Truck with Helicopter,31146-1,19.99,270.0,,Box,Retail,26.2,19.1,4.6,0.376,7.0,,1159,462,X,5,19.62,5.0,01/01/2024 00:00:00,31/07/2026 00:00:00,0,0,0,0,0
48402,31147,2024,Normal,Creator,3 in 1,Retro Camera,31147-1,19.99,261.0,,Box,Retail,26.2,19.1,4.6,0.402,8.0,,5051,1150,X,5,18.07,11.09,01/01/2024 00:00:00,31/12/2026 00:00:00,0,0,0,0,0
48403,31148,2024,Normal,Creator,3 in 1,Retro Roller Skate,31148-1,29.99,342.0,,Box,Retail,28.2,26.2,5.9,0.526,8.0,,1423,628,X,0,26.19,15.0,01/01/2024 00:00:00,31/12/2026 00:00:00,0,0,0,0,0
48404,31149,2024,Normal,Creator,3 in 1,Flowers in Watering Can,31149-1,29.99,420.0,,Box,Retail,28.2,26.2,5.9,0.567,8.0,,2092,686,X,0,22.01,9.76,01/01/2024 00:00:00,31/12/2026 00:00:00,0,0,0,0,0
48405,31150,2024,Normal,Creator,3 in 1,Wild Safari Animals,31150-1,64.99,780.0,,Box,Retail,26.2,38.2,7.1,0.981,9.0,,1901,1365,X,5,55.56,41.08,01/01/2024 00:00:00,31/12/2026 00:00:00,0,0,0,0,0
48924,31151,2024,Normal,Creator,3 in 1,T. rex,31151-1,59.99,626.0,,Box,Retail,38.2,26.2,5.7,0.927,9.0,,686,892,X,0,45.62,,01/06/2024 00:00:00,31/12/2026 00:00:00,0,0,0,0,0
48406,31152,2024,Normal,Creator,3 in 1,Space Astronaut,31152-1,54.99,647.0,,Box,Retail,38.2,26.2,5.7,,9.0,,2090,1127,X,0,37.79,24.5,01/01/2024 00:00:00,31/12/2026 00:00:00,0,0,0,0,0
48925,31153,2024,Normal,Creator,3 in 1,Modern House,31153-1,99.99,939.0,2.0,Box,Retail,54.0,28.2,7.9,1.841,9.0,,660,1585,X,9,87.55,70.0,01/06/2024 00:00:00,31/07/2026 00:00:00,0,0,0,0,0
48994,31154,2024,Normal,Creator,3 in 1,Forest Animals: Red Fox,31154-1,49.99,667.0,,Box,Retail,38.2,26.2,5.7,0.821,9.0,,1763,1629,X,5,73.55,35.0,01/03/2024 00:00:00,31/12/2025 00:00:00,0,0,0,0,0
48750,31155,2024,Normal,Creator,3 in 1,Hamster Wheel,31155-1,29.99,416.0,,Box,Retail,26.2,22.2,7.6,0.651,8.0,,654,509,X,0,34.72,,01/01/2024 00:00:00,31/07/2026 00:00:00,0,0,0,0,0
48751,31156,2024,Normal,Creator,3 in 1,Tropical Ukulele,31156-1,29.99,387.0,,Box,Retail,22.2,26.2,6.2,0.573,8.0,,1506,1021,X,0,33.62,10.0,01/01/2024 00:00:00,31/07/2026 00:00:00,0,0,0,0,0
48752,31157,2024,Normal,Creator,3 in 1,Exotic Peacock,31157-1,19.99,355.0,,Box,Retail,26.2,19.1,6.1,0.435,7.0,,1899,959,X,0,21.79,8.5,01/01/2024 00:00:00,31/07/2026 00:00:00,0,0,0,0,0
48926,31158,2024,Normal,Creator,3 in 1,Sea Animals,31158-1,29.99,421.0,,Box,Retail,26.0,22.0,6.0,0.576,8.0,,768,679,X,0,23.29,,01/03/2024 00:00:00,31/07/2026 00:00:00,0,0,0,0,0
50648,31159,2025,Normal,Creator,3 in 1,Surprising Spider,31159-1,12.99,153.0,,Box,Retail,15.7,14.1,4.5,,7.0,,349,367,X,0,11.48,,01/01/2025 00:00:00,31/12/2026 00:00:00,0,0,0,0,0
50649,31160,2025,Normal,Creator,3 in 1,Race Plane,31160-1,14.99,178.0,,Box,Retail,26.2,14.1,4.8,,7.0,,143,271,X,0,,,01/01/2025 00:00:00,31/12/2026 00:00:00,0,0,0,0,0
50650,31161,2025,Normal,Creator,3 in 1,Medieval Dragon,31161-1,59.99,715.0,,Box,Retail,38.2,26.2,5.7,,9.0,,732,1685,X,0,47.25,40.0,01/01/2025 00:00:00,31/12/2027 00:00:00,0,0,0,0,0
50651,31162,2025,Normal,Creator,3 in 1,Cute Bunny,31162-1,19.99,326.0,,Box,Retail,19.1,26.2,6.1,,8.0,,345,517,X,0,,,01/01/2025 00:00:00,31/12/2026 00:00:00,0,0,0,0,0
50652,31163,2025,Normal,Creator,3 in 1,Playful Cat,31163-1,24.99,407.0,,Box,Retail,26.2,19.1,6.1,,8.0,,491,732,X,0,14.92,,01/01/2025 00:00:00,31/12/2026 00:00:00,0,0,0,0,0
50852,31164,2025,Normal,Creator,3 in 1,Space Robot,31164-1,24.99,281.0,,Box,Retail,26.2,19.1,4.6,,8.0,,182,400,X,0,15.3,,01/01/2025 00:00:00,31/12/2026 00:00:00,0,0,0,0,0
50830,31165,2025,Normal,Creator,3 in 1,Panda Family,31165-1,39.99,626.0,,Box,Retail,28.2,26.2,7.6,,8.0,,573,981,X,0,35.22,,01/01/2025 00:00:00,31/12/2028 00:00:00,0,0,0,0,0
