Number,SetName,Theme,Year,Pieces,Minifigs,RetailPriceUSD,CurrentValueNew,ForecastValueNew2Y,ForecastValueNew5Y,RollingGrowthLastYear,RollingGrowth12M,PriceType,PriceDate,PriceValue,Currency,URL,CurrentValueUsed
122328-1,Owen with Jetpack,Jurassic World,2023,23,1,N/A,3.52,3.6,3.72,1.06,-2.72,New,2024-08-14,3.35,USD,https://www.brickeconomy.com/api/v1/set/122328,
122328-1,Owen with Jetpack,Jurassic World,2023,23,1,N/A,3.52,3.6,3.72,1.06,-2.72,New,2024-08-01,3.63,USD,https://www.brickeconomy.com/api/v1/set/122328,
122328-1,Owen with Jetpack,Jurassic World,2023,23,1,N/A,3.52,3.6,3.72,1.06,-2.72,New,2024-07-14,3.81,USD,https://www.brickeconomy.com/api/v1/set/122328,
122328-1,Owen with Jetpack,Jurassic World,2023,23,1,N/A,3.52,3.6,3.72,1.06,-2.72,New,2024-07-02,3.53,USD,https://www.brickeconomy.com/api/v1/set/122328,
122328-1,Owen with Jetpack,Jurassic World,2023,23,1,N/A,3.52,3.6,3.72,1.06,-2.72,New,2024-06-17,3.59,USD,https://www.brickeconomy.com/api/v1/set/122328,
122328-1,Owen with Jetpack,Jurassic World,2023,23,1,N/A,,3.6,3.72,1.06,-2.72,Used,2024-08-03,3.51,USD,https://www.brickeconomy.com/api/v1/set/122328,3.51
122328-1,Owen with Jetpack,Jurassic World,2023,23,1,N/A,,3.6,3.72,1.06,-2.72,Used,2024-07-17,3.49,USD,https://www.brickeconomy.com/api/v1/set/122328,3.51
122328-1,Owen with Jetpack,Jurassic World,2023,23,1,N/A,,3.6,3.72,1.06,-2.72,Used,2024-06-19,3.48,USD,https://www.brickeconomy.com/api/v1/set/122328,3.51
122328-1,Owen with Jetpack,Jurassic World,2023,23,1,N/A,,3.6,3.72,1.06,-2.72,Used,2024-05-03,3.49,USD,https://www.brickeconomy.com/api/v1/set/122328,3.51
122328-1,Owen with Jetpack,Jurassic World,2023,23,1,N/A,,3.6,3.72,1.06,-2.72,Used,2024-02-18,3.64,USD,https://www.brickeconomy.com/api/v1/set/122328,3.51
122328-1,Owen with Jetpack,Jurassic World,2023,23,1,N/A,,3.6,3.72,1.06,-2.72,Used,2024-01-25,3.64,USD,https://www.brickeconomy.com/api/v1/set/122328,3.51
122329-1,Pyroraptor,Jurassic World,2023,71,N/A,N/A,2.98,3.54,4.27,1.49,-0.99,New,2025-02-03,2.98,USD,https://www.brickeconomy.com/api/v1/set/122329,
122329-1,Pyroraptor,Jurassic World,2023,71,N/A,N/A,2.98,3.54,4.27,1.49,-0.99,New,2025-01-15,2.99,USD,https://www.brickeconomy.com/api/v1/set/122329,
122329-1,Pyroraptor,Jurassic World,2023,71,N/A,N/A,2.98,3.54,4.27,1.49,-0.99,New,2025-01-01,2.95,USD,https://www.brickeconomy.com/api/v1/set/122329,
122329-1,Pyroraptor,Jurassic World,2023,71,N/A,N/A,2.98,3.54,4.27,1.49,-0.99,New,2024-12-14,3.06,USD,https://www.brickeconomy.com/api/v1/set/122329,
122329-1,Pyroraptor,Jurassic World,2023,71,N/A,N/A,2.98,3.54,4.27,1.49,-0.99,New,2024-12-01,3.04,USD,https://www.brickeconomy.com/api/v1/set/122329,
122329-1,Pyroraptor,Jurassic World,2023,71,N/A,N/A,2.98,3.54,4.27,1.49,-0.99,New,2024-11-15,3.1,USD,https://www.brickeconomy.com/api/v1/set/122329,
122329-1,Pyroraptor,Jurassic World,2023,71,N/A,N/A,2.98,3.54,4.27,1.49,-0.99,New,2024-11-01,3.36,USD,https://www.brickeconomy.com/api/v1/set/122329,
122329-1,Pyroraptor,Jurassic World,2023,71,N/A,N/A,2.98,3.54,4.27,1.49,-0.99,New,2024-10-14,3.68,USD,https://www.brickeconomy.com/api/v1/set/122329,
122329-1,Pyroraptor,Jurassic World,2023,71,N/A,N/A,2.98,3.54,4.27,1.49,-0.99,New,2024-09-26,3.63,USD,https://www.brickeconomy.com/api/v1/set/122329,
122329-1,Pyroraptor,Jurassic World,2023,71,N/A,N/A,2.98,3.54,4.27,1.49,-0.99,New,2024-08-30,3.65,USD,https://www.brickeconomy.com/api/v1/set/122329,
122329-1,Pyroraptor,Jurassic World,2023,71,N/A,N/A,2.98,3.54,4.27,1.49,-0.99,New,2024-08-01,3.64,USD,https://www.brickeconomy.com/api/v1/set/122329,
122329-1,Pyroraptor,Jurassic World,2023,71,N/A,N/A,2.98,3.54,4.27,1.49,-0.99,New,2024-07-14,3.76,USD,https://www.brickeconomy.com/api/v1/set/122329,
122330-1,Raptor with Trap,Jurassic World,2023,30,N/A,N/A,2.82,3.43,3.98,0.1,-2.48,New,2025-02-03,2.82,USD,https://www.brickeconomy.com/api/v1/set/122330,
122330-1,Raptor with Trap,Jurassic World,2023,30,N/A,N/A,2.82,3.43,3.98,0.1,-2.48,New,2025-01-15,2.79,USD,https://www.brickeconomy.com/api/v1/set/122330,
122330-1,Raptor with Trap,Jurassic World,2023,30,N/A,N/A,2.82,3.43,3.98,0.1,-2.48,New,2025-01-01,2.86,USD,https://www.brickeconomy.com/api/v1/set/122330,
122330-1,Raptor with Trap,Jurassic World,2023,30,N/A,N/A,2.82,3.43,3.98,0.1,-2.48,New,2024-12-14,3.2,USD,https://www.brickeconomy.com/api/v1/set/122330,
122330-1,Raptor with Trap,Jurassic World,2023,30,N/A,N/A,2.82,3.43,3.98,0.1,-2.48,New,2024-11-01,3.05,USD,https://www.brickeconomy.com/api/v1/set/122330,
122330-1,Raptor with Trap,Jurassic World,2023,30,N/A,N/A,2.82,3.43,3.98,0.1,-2.48,New,2024-10-14,3.13,USD,https://www.brickeconomy.com/api/v1/set/122330,
122330-1,Raptor with Trap,Jurassic World,2023,30,N/A,N/A,2.82,3.43,3.98,0.1,-2.48,New,2024-09-26,3.33,USD,https://www.brickeconomy.com/api/v1/set/122330,
122330-1,Raptor with Trap,Jurassic World,2023,30,N/A,N/A,2.82,3.43,3.98,0.1,-2.48,New,2024-09-14,3.04,USD,https://www.brickeconomy.com/api/v1/set/122330,
122330-1,Raptor with Trap,Jurassic World,2023,30,N/A,N/A,2.82,3.43,3.98,0.1,-2.48,New,2024-08-30,3.15,USD,https://www.brickeconomy.com/api/v1/set/122330,
122330-1,Raptor with Trap,Jurassic World,2023,30,N/A,N/A,2.82,3.43,3.98,0.1,-2.48,New,2024-08-14,3.18,USD,https://www.brickeconomy.com/api/v1/set/122330,
122330-1,Raptor with Trap,Jurassic World,2023,30,N/A,N/A,2.82,3.43,3.98,0.1,-2.48,New,2024-08-01,3.39,USD,https://www.brickeconomy.com/api/v1/set/122330,
122330-1,Raptor with Trap,Jurassic World,2023,30,N/A,N/A,2.82,3.43,3.98,0.1,-2.48,New,2024-07-14,3.55,USD,https://www.brickeconomy.com/api/v1/set/122330,
122331-1,Owen with Swamp Speeder and Raptor,Jurassic World,2023,22,1,N/A,3.16,3.23,3.34,-1.24,2.56,New,2025-02-03,3.16,USD,https://www.brickeconomy.com/api/v1/set/122331,
122331-1,Owen with Swamp Speeder and Raptor,Jurassic World,2023,22,1,N/A,3.16,3.23,3.34,-1.24,2.56,New,2025-01-15,3.25,USD,https://www.brickeconomy.com/api/v1/set/122331,
122331-1,Owen with Swamp Speeder and Raptor,Jurassic World,2023,22,1,N/A,3.16,3.23,3.34,-1.24,2.56,New,2024-11-01,3.34,USD,https://www.brickeconomy.com/api/v1/set/122331,
122331-1,Owen with Swamp Speeder and Raptor,Jurassic World,2023,22,1,N/A,3.16,3.23,3.34,-1.24,2.56,New,2024-10-14,3.74,USD,https://www.brickeconomy.com/api/v1/set/122331,
122331-1,Owen with Swamp Speeder and Raptor,Jurassic World,2023,22,1,N/A,3.16,3.23,3.34,-1.24,2.56,New,2024-09-26,3.92,USD,https://www.brickeconomy.com/api/v1/set/122331,
122331-1,Owen with Swamp Speeder and Raptor,Jurassic World,2023,22,1,N/A,3.16,3.23,3.34,-1.24,2.56,New,2024-08-14,3.71,USD,https://www.brickeconomy.com/api/v1/set/122331,
122331-1,Owen with Swamp Speeder and Raptor,Jurassic World,2023,22,1,N/A,3.16,3.23,3.34,-1.24,2.56,New,2024-08-01,3.72,USD,https://www.brickeconomy.com/api/v1/set/122331,
122331-1,Owen with Swamp Speeder and Raptor,Jurassic World,2023,22,1,N/A,3.16,3.23,3.34,-1.24,2.56,New,2024-07-14,3.56,USD,https://www.brickeconomy.com/api/v1/set/122331,
122331-1,Owen with Swamp Speeder and Raptor,Jurassic World,2023,22,1,N/A,3.16,3.23,3.34,-1.24,2.56,New,2024-07-02,3.67,USD,https://www.brickeconomy.com/api/v1/set/122331,
122331-1,Owen with Swamp Speeder and Raptor,Jurassic World,2023,22,1,N/A,3.16,3.23,3.34,-1.24,2.56,New,2024-06-17,3.7,USD,https://www.brickeconomy.com/api/v1/set/122331,
122331-1,Owen with Swamp Speeder and Raptor,Jurassic World,2023,22,1,N/A,3.16,3.23,3.34,-1.24,2.56,New,2024-06-01,3.76,USD,https://www.brickeconomy.com/api/v1/set/122331,
122331-1,Owen with Swamp Speeder and Raptor,Jurassic World,2023,22,1,N/A,3.16,3.23,3.34,-1.24,2.56,New,2024-05-13,3.73,USD,https://www.brickeconomy.com/api/v1/set/122331,
122332-1,Jetpack-Ranger & Raptor,Jurassic World,2023,17,1,N/A,3.18,3.36,3.84,-0.59,-0.84,New,2025-02-15,3.18,USD,https://www.brickeconomy.com/api/v1/set/122332,
122332-1,Jetpack-Ranger & Raptor,Jurassic World,2023,17,1,N/A,3.18,3.36,3.84,-0.59,-0.84,New,2025-02-03,3.13,USD,https://www.brickeconomy.com/api/v1/set/122332,
122332-1,Jetpack-Ranger & Raptor,Jurassic World,2023,17,1,N/A,3.18,3.36,3.84,-0.59,-0.84,New,2025-01-15,3.1,USD,https://www.brickeconomy.com/api/v1/set/122332,
122332-1,Jetpack-Ranger & Raptor,Jurassic World,2023,17,1,N/A,3.18,3.36,3.84,-0.59,-0.84,New,2024-12-14,3.19,USD,https://www.brickeconomy.com/api/v1/set/122332,
122332-1,Jetpack-Ranger & Raptor,Jurassic World,2023,17,1,N/A,3.18,3.36,3.84,-0.59,-0.84,New,2024-12-01,3.32,USD,https://www.brickeconomy.com/api/v1/set/122332,
122332-1,Jetpack-Ranger & Raptor,Jurassic World,2023,17,1,N/A,3.18,3.36,3.84,-0.59,-0.84,New,2024-11-15,3.27,USD,https://www.brickeconomy.com/api/v1/set/122332,
122332-1,Jetpack-Ranger & Raptor,Jurassic World,2023,17,1,N/A,3.18,3.36,3.84,-0.59,-0.84,New,2024-11-01,3.54,USD,https://www.brickeconomy.com/api/v1/set/122332,
122332-1,Jetpack-Ranger & Raptor,Jurassic World,2023,17,1,N/A,3.18,3.36,3.84,-0.59,-0.84,New,2024-10-14,3.39,USD,https://www.brickeconomy.com/api/v1/set/122332,
122332-1,Jetpack-Ranger & Raptor,Jurassic World,2023,17,1,N/A,3.18,3.36,3.84,-0.59,-0.84,New,2024-09-26,3.76,USD,https://www.brickeconomy.com/api/v1/set/122332,
122332-1,Jetpack-Ranger & Raptor,Jurassic World,2023,17,1,N/A,3.18,3.36,3.84,-0.59,-0.84,New,2024-08-30,3.52,USD,https://www.brickeconomy.com/api/v1/set/122332,
122332-1,Jetpack-Ranger & Raptor,Jurassic World,2023,17,1,N/A,3.18,3.36,3.84,-0.59,-0.84,New,2024-08-14,3.45,USD,https://www.brickeconomy.com/api/v1/set/122332,
122332-1,Jetpack-Ranger & Raptor,Jurassic World,2023,17,1,N/A,3.18,3.36,3.84,-0.59,-0.84,New,2024-08-01,3.63,USD,https://www.brickeconomy.com/api/v1/set/122332,
122333-1,Owen with Motorcycle,Jurassic World,2023,14,1,N/A,3.36,3.55,4.06,2.02,-1.81,New,2025-02-15,3.36,USD,https://www.brickeconomy.com/api/v1/set/122333,
122333-1,Owen with Motorcycle,Jurassic World,2023,14,1,N/A,3.36,3.55,4.06,2.02,-1.81,New,2025-02-03,3.35,USD,https://www.brickeconomy.com/api/v1/set/122333,
122333-1,Owen with Motorcycle,Jurassic World,2023,14,1,N/A,3.36,3.55,4.06,2.02,-1.81,New,2025-01-15,3.31,USD,https://www.brickeconomy.com/api/v1/set/122333,
122333-1,Owen with Motorcycle,Jurassic World,2023,14,1,N/A,3.36,3.55,4.06,2.02,-1.81,New,2025-01-01,3.43,USD,https://www.brickeconomy.com/api/v1/set/122333,
122333-1,Owen with Motorcycle,Jurassic World,2023,14,1,N/A,3.36,3.55,4.06,2.02,-1.81,New,2024-12-14,3.39,USD,https://www.brickeconomy.com/api/v1/set/122333,
122333-1,Owen with Motorcycle,Jurassic World,2023,14,1,N/A,3.36,3.55,4.06,2.02,-1.81,New,2024-12-01,3.71,USD,https://www.brickeconomy.com/api/v1/set/122333,
122333-1,Owen with Motorcycle,Jurassic World,2023,14,1,N/A,3.36,3.55,4.06,2.02,-1.81,New,2024-11-01,3.76,USD,https://www.brickeconomy.com/api/v1/set/122333,
122333-1,Owen with Motorcycle,Jurassic World,2023,14,1,N/A,3.36,3.55,4.06,2.02,-1.81,New,2024-10-14,3.78,USD,https://www.brickeconomy.com/api/v1/set/122333,
122333-1,Owen with Motorcycle,Jurassic World,2023,14,1,N/A,3.36,3.55,4.06,2.02,-1.81,New,2024-09-26,4.23,USD,https://www.brickeconomy.com/api/v1/set/122333,
122333-1,Owen with Motorcycle,Jurassic World,2023,14,1,N/A,3.36,3.55,4.06,2.02,-1.81,New,2024-08-30,4.35,USD,https://www.brickeconomy.com/api/v1/set/122333,
122333-1,Owen with Motorcycle,Jurassic World,2023,14,1,N/A,3.36,3.55,4.06,2.02,-1.81,New,2024-08-14,4.36,USD,https://www.brickeconomy.com/api/v1/set/122333,
122333-1,Owen with Motorcycle,Jurassic World,2023,14,1,N/A,3.36,3.55,4.06,2.02,-1.81,New,2024-08-01,4.48,USD,https://www.brickeconomy.com/api/v1/set/122333,
122334-1,Alan with Dino Skeleton,Jurassic World,2023,35,1,N/A,3.93,4.57,5.52,-6.51,-2.68,New,2025-02-03,3.93,USD,https://www.brickeconomy.com/api/v1/set/122334,
122334-1,Alan with Dino Skeleton,Jurassic World,2023,35,1,N/A,3.93,4.57,5.52,-6.51,-2.68,New,2025-01-15,3.95,USD,https://www.brickeconomy.com/api/v1/set/122334,
122334-1,Alan with Dino Skeleton,Jurassic World,2023,35,1,N/A,3.93,4.57,5.52,-6.51,-2.68,New,2024-12-14,3.91,USD,https://www.brickeconomy.com/api/v1/set/122334,
122334-1,Alan with Dino Skeleton,Jurassic World,2023,35,1,N/A,3.93,4.57,5.52,-6.51,-2.68,New,2024-12-01,4.07,USD,https://www.brickeconomy.com/api/v1/set/122334,
122334-1,Alan with Dino Skeleton,Jurassic World,2023,35,1,N/A,3.93,4.57,5.52,-6.51,-2.68,New,2024-11-15,4.5,USD,https://www.brickeconomy.com/api/v1/set/122334,
122334-1,Alan with Dino Skeleton,Jurassic World,2023,35,1,N/A,3.93,4.57,5.52,-6.51,-2.68,New,2024-11-01,4.38,USD,https://www.brickeconomy.com/api/v1/set/122334,
122334-1,Alan with Dino Skeleton,Jurassic World,2023,35,1,N/A,3.93,4.57,5.52,-6.51,-2.68,New,2024-10-14,4.37,USD,https://www.brickeconomy.com/api/v1/set/122334,
122334-1,Alan with Dino Skeleton,Jurassic World,2023,35,1,N/A,3.93,4.57,5.52,-6.51,-2.68,New,2024-09-26,4.1,USD,https://www.brickeconomy.com/api/v1/set/122334,
122334-1,Alan with Dino Skeleton,Jurassic World,2023,35,1,N/A,3.93,4.57,5.52,-6.51,-2.68,New,2024-09-14,3.95,USD,https://www.brickeconomy.com/api/v1/set/122334,
122334-1,Alan with Dino Skeleton,Jurassic World,2023,35,1,N/A,3.93,4.57,5.52,-6.51,-2.68,New,2024-08-14,3.97,USD,https://www.brickeconomy.com/api/v1/set/122334,
122334-1,Alan with Dino Skeleton,Jurassic World,2023,35,1,N/A,3.93,4.57,5.52,-6.51,-2.68,New,2024-08-01,4.5,USD,https://www.brickeconomy.com/api/v1/set/122334,
122334-1,Alan with Dino Skeleton,Jurassic World,2023,35,1,N/A,3.93,4.57,5.52,-6.51,-2.68,New,2024-07-14,4.47,USD,https://www.brickeconomy.com/api/v1/set/122334,
212325-1,Batcycle,DC Comics Super Heroes,2023,37,N/A,N/A,2.6,3.09,3.18,-2.07,-3.01,New,2025-02-03,2.6,USD,https://www.brickeconomy.com/api/v1/set/212325,
212325-1,Batcycle,DC Comics Super Heroes,2023,37,N/A,N/A,2.6,3.09,3.18,-2.07,-3.01,New,2025-01-15,2.48,USD,https://www.brickeconomy.com/api/v1/set/212325,
212325-1,Batcycle,DC Comics Super Heroes,2023,37,N/A,N/A,2.6,3.09,3.18,-2.07,-3.01,New,2025-01-01,2.55,USD,https://www.brickeconomy.com/api/v1/set/212325,
212325-1,Batcycle,DC Comics Super Heroes,2023,37,N/A,N/A,2.6,3.09,3.18,-2.07,-3.01,New,2024-12-14,2.5,USD,https://www.brickeconomy.com/api/v1/set/212325,
212325-1,Batcycle,DC Comics Super Heroes,2023,37,N/A,N/A,2.6,3.09,3.18,-2.07,-3.01,New,2024-12-01,2.48,USD,https://www.brickeconomy.com/api/v1/set/212325,
212325-1,Batcycle,DC Comics Super Heroes,2023,37,N/A,N/A,2.6,3.09,3.18,-2.07,-3.01,New,2024-11-01,2.73,USD,https://www.brickeconomy.com/api/v1/set/212325,
212325-1,Batcycle,DC Comics Super Heroes,2023,37,N/A,N/A,2.6,3.09,3.18,-2.07,-3.01,New,2024-10-14,2.72,USD,https://www.brickeconomy.com/api/v1/set/212325,
212325-1,Batcycle,DC Comics Super Heroes,2023,37,N/A,N/A,2.6,3.09,3.18,-2.07,-3.01,New,2024-09-26,2.68,USD,https://www.brickeconomy.com/api/v1/set/212325,
212325-1,Batcycle,DC Comics Super Heroes,2023,37,N/A,N/A,2.6,3.09,3.18,-2.07,-3.01,New,2024-09-14,2.72,USD,https://www.brickeconomy.com/api/v1/set/212325,
212325-1,Batcycle,DC Comics Super Heroes,2023,37,N/A,N/A,2.6,3.09,3.18,-2.07,-3.01,New,2024-08-30,2.75,USD,https://www.brickeconomy.com/api/v1/set/212325,
212325-1,Batcycle,DC Comics Super Heroes,2023,37,N/A,N/A,2.6,3.09,3.18,-2.07,-3.01,New,2024-08-14,2.71,USD,https://www.brickeconomy.com/api/v1/set/212325,
212325-1,Batcycle,DC Comics Super Heroes,2023,37,N/A,N/A,2.6,3.09,3.18,-2.07,-3.01,New,2024-08-01,2.8,USD,https://www.brickeconomy.com/api/v1/set/212325,
212326-1,Batman with Jet,DC Comics Super Heroes,2023,29,1,N/A,3.46,3.68,4.0,1.07,0.79,New,2025-02-15,3.46,USD,https://www.brickeconomy.com/api/v1/set/212326,
212326-1,Batman with Jet,DC Comics Super Heroes,2023,29,1,N/A,3.46,3.68,4.0,1.07,0.79,New,2025-02-03,3.72,USD,https://www.brickeconomy.com/api/v1/set/212326,
212326-1,Batman with Jet,DC Comics Super Heroes,2023,29,1,N/A,3.46,3.68,4.0,1.07,0.79,New,2025-01-15,3.5,USD,https://www.brickeconomy.com/api/v1/set/212326,
212326-1,Batman with Jet,DC Comics Super Heroes,2023,29,1,N/A,3.46,3.68,4.0,1.07,0.79,New,2025-01-01,3.78,USD,https://www.brickeconomy.com/api/v1/set/212326,
212326-1,Batman with Jet,DC Comics Super Heroes,2023,29,1,N/A,3.46,3.68,4.0,1.07,0.79,New,2024-12-14,3.69,USD,https://www.brickeconomy.com/api/v1/set/212326,
212326-1,Batman with Jet,DC Comics Super Heroes,2023,29,1,N/A,3.46,3.68,4.0,1.07,0.79,New,2024-12-01,3.48,USD,https://www.brickeconomy.com/api/v1/set/212326,
212326-1,Batman with Jet,DC Comics Super Heroes,2023,29,1,N/A,3.46,3.68,4.0,1.07,0.79,New,2024-11-15,3.59,USD,https://www.brickeconomy.com/api/v1/set/212326,
212326-1,Batman with Jet,DC Comics Super Heroes,2023,29,1,N/A,3.46,3.68,4.0,1.07,0.79,New,2024-11-01,3.96,USD,https://www.brickeconomy.com/api/v1/set/212326,
212326-1,Batman with Jet,DC Comics Super Heroes,2023,29,1,N/A,3.46,3.68,4.0,1.07,0.79,New,2024-10-14,3.74,USD,https://www.brickeconomy.com/api/v1/set/212326,
212326-1,Batman with Jet,DC Comics Super Heroes,2023,29,1,N/A,3.46,3.68,4.0,1.07,0.79,New,2024-09-14,3.84,USD,https://www.brickeconomy.com/api/v1/set/212326,
212326-1,Batman with Jet,DC Comics Super Heroes,2023,29,1,N/A,3.46,3.68,4.0,1.07,0.79,New,2024-08-30,3.74,USD,https://www.brickeconomy.com/api/v1/set/212326,
212326-1,Batman with Jet,DC Comics Super Heroes,2023,29,1,N/A,3.46,3.68,4.0,1.07,0.79,New,2024-08-14,3.84,USD,https://www.brickeconomy.com/api/v1/set/212326,
212327-1,The Joker,DC Comics Super Heroes,2023,3,1,N/A,4.22,4.82,5.71,-0.07,0.4,New,2025-02-15,4.22,USD,https://www.brickeconomy.com/api/v1/set/212327,
212327-1,The Joker,DC Comics Super Heroes,2023,3,1,N/A,4.22,4.82,5.71,-0.07,0.4,New,2025-02-03,4.18,USD,https://www.brickeconomy.com/api/v1/set/212327,
212327-1,The Joker,DC Comics Super Heroes,2023,3,1,N/A,4.22,4.82,5.71,-0.07,0.4,New,2025-01-15,3.91,USD,https://www.brickeconomy.com/api/v1/set/212327,
212327-1,The Joker,DC Comics Super Heroes,2023,3,1,N/A,4.22,4.82,5.71,-0.07,0.4,New,2025-01-01,4.06,USD,https://www.brickeconomy.com/api/v1/set/212327,
212327-1,The Joker,DC Comics Super Heroes,2023,3,1,N/A,4.22,4.82,5.71,-0.07,0.4,New,2024-12-14,3.91,USD,https://www.brickeconomy.com/api/v1/set/212327,
212327-1,The Joker,DC Comics Super Heroes,2023,3,1,N/A,4.22,4.82,5.71,-0.07,0.4,New,2024-12-01,4.18,USD,https://www.brickeconomy.com/api/v1/set/212327,
212327-1,The Joker,DC Comics Super Heroes,2023,3,1,N/A,4.22,4.82,5.71,-0.07,0.4,New,2024-11-15,4.44,USD,https://www.brickeconomy.com/api/v1/set/212327,
212327-1,The Joker,DC Comics Super Heroes,2023,3,1,N/A,4.22,4.82,5.71,-0.07,0.4,New,2024-11-01,4.46,USD,https://www.brickeconomy.com/api/v1/set/212327,
212327-1,The Joker,DC Comics Super Heroes,2023,3,1,N/A,4.22,4.82,5.71,-0.07,0.4,New,2024-10-14,4.47,USD,https://www.brickeconomy.com/api/v1/set/212327,
212327-1,The Joker,DC Comics Super Heroes,2023,3,1,N/A,4.22,4.82,5.71,-0.07,0.4,New,2024-09-26,4.42,USD,https://www.brickeconomy.com/api/v1/set/212327,
212327-1,The Joker,DC Comics Super Heroes,2023,3,1,N/A,4.22,4.82,5.71,-0.07,0.4,New,2024-09-14,4.03,USD,https://www.brickeconomy.com/api/v1/set/212327,
212327-1,The Joker,DC Comics Super Heroes,2023,3,1,N/A,4.22,4.82,5.71,-0.07,0.4,New,2024-08-14,4.37,USD,https://www.brickeconomy.com/api/v1/set/212327,
212328-1,Batmobile Tumbler,DC Comics Super Heroes,2023,59,N/A,N/A,3.5,4.0,4.74,0.54,-0.62,New,2025-02-03,3.5,USD,https://www.brickeconomy.com/api/v1/set/212328,
212328-1,Batmobile Tumbler,DC Comics Super Heroes,2023,59,N/A,N/A,3.5,4.0,4.74,0.54,-0.62,New,2025-01-15,3.35,USD,https://www.brickeconomy.com/api/v1/set/212328,
212328-1,Batmobile Tumbler,DC Comics Super Heroes,2023,59,N/A,N/A,3.5,4.0,4.74,0.54,-0.62,New,2025-01-01,3.49,USD,https://www.brickeconomy.com/api/v1/set/212328,
212328-1,Batmobile Tumbler,DC Comics Super Heroes,2023,59,N/A,N/A,3.5,4.0,4.74,0.54,-0.62,New,2024-12-14,3.39,USD,https://www.brickeconomy.com/api/v1/set/212328,
