Number,SetName,Theme,Year,Pieces,Minifigs,RetailPriceUSD,CurrentValueNew,ForecastValueNew2Y,ForecastValueNew5Y,RollingGrowthLastYear,RollingGrowth12M,PriceType,PriceDate,PriceValue,Currency,URL,CurrentValueUsed
40630-1,Frodo & Gollum,BrickHeadz,2023,184,N/A,14.99,16.0,18.19,21.43,N/A,N/A,New,2024-01-12,16.73,USD,https://www.brickeconomy.com/api/v1/set/40630,
40630-1,Frodo & Gollum,BrickHeadz,2023,184,N/A,14.99,16.0,18.19,21.43,N/A,N/A,New,2024-01-07,15.67,USD,https://www.brickeconomy.com/api/v1/set/40630,
40630-1,Frodo & Gollum,BrickHeadz,2023,184,N/A,14.99,16.0,18.19,21.43,N/A,N/A,New,2023-12-29,15.1,USD,https://www.brickeconomy.com/api/v1/set/40630,
40630-1,Frodo & Gollum,BrickHeadz,2023,184,N/A,14.99,16.0,18.19,21.43,N/A,N/A,New,2023-12-15,17.71,USD,https://www.brickeconomy.com/api/v1/set/40630,
40630-1,Frodo & Gollum,BrickHeadz,2023,184,N/A,14.99,16.0,18.19,21.43,N/A,N/A,New,2023-11-29,15.63,USD,https://www.brickeconomy.com/api/v1/set/40630,
40632-1,Aragorn and Arwen,BrickHeadz,2023,261,N/A,19.99,25.38,28.86,34.0,N/A,N/A,New,2025-02-15,25.38,USD,https://www.brickeconomy.com/api/v1/set/40632,
40632-1,Aragorn and Arwen,BrickHeadz,2023,261,N/A,19.99,25.38,28.86,34.0,N/A,N/A,New,2025-02-03,25.15,USD,https://www.brickeconomy.com/api/v1/set/40632,
40632-1,Aragorn and Arwen,BrickHeadz,2023,261,N/A,19.99,25.38,28.86,34.0,N/A,N/A,New,2025-01-15,24.94,USD,https://www.brickeconomy.com/api/v1/set/40632,
40632-1,Aragorn and Arwen,BrickHeadz,2023,261,N/A,19.99,25.38,28.86,34.0,N/A,N/A,New,2025-01-01,23.43,USD,https://www.brickeconomy.com/api/v1/set/40632,
40632-1,Aragorn and Arwen,BrickHeadz,2023,261,N/A,19.99,25.38,28.86,34.0,N/A,N/A,New,2024-12-14,22.5,USD,https://www.brickeconomy.com/api/v1/set/40632,
40632-1,Aragorn and Arwen,BrickHeadz,2023,261,N/A,19.99,25.38,28.86,34.0,N/A,N/A,New,2024-12-01,22.7,USD,https://www.brickeconomy.com/api/v1/set/40632,
40632-1,Aragorn and Arwen,BrickHeadz,2023,261,N/A,19.99,25.38,28.86,34.0,N/A,N/A,New,2024-02-08,19.99,USD,https://www.brickeconomy.com/api/v1/set/40632,
40632-1,Aragorn and Arwen,BrickHeadz,2023,261,N/A,19.99,25.38,28.86,34.0,N/A,N/A,New,2024-02-01,23.98,USD,https://www.brickeconomy.com/api/v1/set/40632,
40632-1,Aragorn and Arwen,BrickHeadz,2023,261,N/A,19.99,25.38,28.86,34.0,N/A,N/A,New,2024-01-23,23.58,USD,https://www.brickeconomy.com/api/v1/set/40632,
40632-1,Aragorn and Arwen,BrickHeadz,2023,261,N/A,19.99,25.38,28.86,34.0,N/A,N/A,New,2024-01-12,23.51,USD,https://www.brickeconomy.com/api/v1/set/40632,
40632-1,Aragorn and Arwen,BrickHeadz,2023,261,N/A,19.99,25.38,28.86,34.0,N/A,N/A,New,2024-01-07,22.57,USD,https://www.brickeconomy.com/api/v1/set/40632,
40632-1,Aragorn and Arwen,BrickHeadz,2023,261,N/A,19.99,25.38,28.86,34.0,N/A,N/A,New,2023-12-29,24.36,USD,https://www.brickeconomy.com/api/v1/set/40632,
40651-1,Australia Postcard,Creator,2023,191,N/A,14.99,22.55,24.33,26.96,N/A,N/A,New,2025-02-15,22.55,USD,https://www.brickeconomy.com/api/v1/set/40651,
40651-1,Australia Postcard,Creator,2023,191,N/A,14.99,22.55,24.33,26.96,N/A,N/A,New,2025-02-03,22.46,USD,https://www.brickeconomy.com/api/v1/set/40651,
40651-1,Australia Postcard,Creator,2023,191,N/A,14.99,22.55,24.33,26.96,N/A,N/A,New,2025-01-15,19.85,USD,https://www.brickeconomy.com/api/v1/set/40651,
40651-1,Australia Postcard,Creator,2023,191,N/A,14.99,22.55,24.33,26.96,N/A,N/A,New,2025-01-01,21.49,USD,https://www.brickeconomy.com/api/v1/set/40651,
40651-1,Australia Postcard,Creator,2023,191,N/A,14.99,22.55,24.33,26.96,N/A,N/A,New,2024-12-14,18.3,USD,https://www.brickeconomy.com/api/v1/set/40651,
40651-1,Australia Postcard,Creator,2023,191,N/A,14.99,22.55,24.33,26.96,N/A,N/A,New,2024-12-01,18.1,USD,https://www.brickeconomy.com/api/v1/set/40651,
40651-1,Australia Postcard,Creator,2023,191,N/A,14.99,22.55,24.33,26.96,N/A,N/A,New,2024-11-15,16.99,USD,https://www.brickeconomy.com/api/v1/set/40651,
40651-1,Australia Postcard,Creator,2023,191,N/A,14.99,22.55,24.33,26.96,N/A,N/A,New,2024-11-01,16.9,USD,https://www.brickeconomy.com/api/v1/set/40651,
40651-1,Australia Postcard,Creator,2023,191,N/A,14.99,22.55,24.33,26.96,N/A,N/A,New,2024-08-30,17.7,USD,https://www.brickeconomy.com/api/v1/set/40651,
40651-1,Australia Postcard,Creator,2023,191,N/A,14.99,22.55,24.33,26.96,N/A,N/A,New,2024-08-14,17.13,USD,https://www.brickeconomy.com/api/v1/set/40651,
40651-1,Australia Postcard,Creator,2023,191,N/A,14.99,22.55,24.33,26.96,N/A,N/A,New,2024-08-01,16.82,USD,https://www.brickeconomy.com/api/v1/set/40651,
40651-1,Australia Postcard,Creator,2023,191,N/A,14.99,22.55,24.33,26.96,N/A,N/A,New,2024-07-14,16.94,USD,https://www.brickeconomy.com/api/v1/set/40651,
40654-1,Beijing Postcard,Creator,2022,274,N/A,14.99,23.93,25.82,28.61,N/A,N/A,New,2025-02-15,23.93,USD,https://www.brickeconomy.com/api/v1/set/40654,
40654-1,Beijing Postcard,Creator,2022,274,N/A,14.99,23.93,25.82,28.61,N/A,N/A,New,2025-02-03,21.44,USD,https://www.brickeconomy.com/api/v1/set/40654,
40654-1,Beijing Postcard,Creator,2022,274,N/A,14.99,23.93,25.82,28.61,N/A,N/A,New,2025-01-15,20.07,USD,https://www.brickeconomy.com/api/v1/set/40654,
40654-1,Beijing Postcard,Creator,2022,274,N/A,14.99,23.93,25.82,28.61,N/A,N/A,New,2025-01-01,18.67,USD,https://www.brickeconomy.com/api/v1/set/40654,
40654-1,Beijing Postcard,Creator,2022,274,N/A,14.99,23.93,25.82,28.61,N/A,N/A,New,2024-12-14,18.53,USD,https://www.brickeconomy.com/api/v1/set/40654,
40654-1,Beijing Postcard,Creator,2022,274,N/A,14.99,23.93,25.82,28.61,N/A,N/A,New,2024-02-08,14.99,USD,https://www.brickeconomy.com/api/v1/set/40654,
40654-1,Beijing Postcard,Creator,2022,274,N/A,14.99,23.93,25.82,28.61,N/A,N/A,New,2024-02-01,22.39,USD,https://www.brickeconomy.com/api/v1/set/40654,
40654-1,Beijing Postcard,Creator,2022,274,N/A,14.99,23.93,25.82,28.61,N/A,N/A,New,2024-01-12,20.59,USD,https://www.brickeconomy.com/api/v1/set/40654,
40654-1,Beijing Postcard,Creator,2022,274,N/A,14.99,23.93,25.82,28.61,N/A,N/A,New,2024-01-07,22.26,USD,https://www.brickeconomy.com/api/v1/set/40654,
40654-1,Beijing Postcard,Creator,2022,274,N/A,14.99,23.93,25.82,28.61,N/A,N/A,New,2023-12-29,21.42,USD,https://www.brickeconomy.com/api/v1/set/40654,
40654-1,Beijing Postcard,Creator,2022,274,N/A,14.99,23.93,25.82,28.61,N/A,N/A,New,2023-12-16,21.18,USD,https://www.brickeconomy.com/api/v1/set/40654,
40654-1,Beijing Postcard,Creator,2022,274,N/A,14.99,23.93,25.82,28.61,N/A,N/A,New,2023-11-09,20.1,USD,https://www.brickeconomy.com/api/v1/set/40654,
40672-1,Knuckles & Shadow,BrickHeadz,2024,298,N/A,19.99,34.27,39.0,45.98,N/A,N/A,New,2025-02-15,34.27,USD,https://www.brickeconomy.com/api/v1/set/40672,
40672-1,Knuckles & Shadow,BrickHeadz,2024,298,N/A,19.99,34.27,39.0,45.98,N/A,N/A,New,2025-02-03,31.99,USD,https://www.brickeconomy.com/api/v1/set/40672,
40672-1,Knuckles & Shadow,BrickHeadz,2024,298,N/A,19.99,34.27,39.0,45.98,N/A,N/A,New,2025-01-15,28.13,USD,https://www.brickeconomy.com/api/v1/set/40672,
40672-1,Knuckles & Shadow,BrickHeadz,2024,298,N/A,19.99,34.27,39.0,45.98,N/A,N/A,New,2025-01-01,29.05,USD,https://www.brickeconomy.com/api/v1/set/40672,
40672-1,Knuckles & Shadow,BrickHeadz,2024,298,N/A,19.99,34.27,39.0,45.98,N/A,N/A,New,2024-12-14,26.62,USD,https://www.brickeconomy.com/api/v1/set/40672,
40672-1,Knuckles & Shadow,BrickHeadz,2024,298,N/A,19.99,34.27,39.0,45.98,N/A,N/A,New,2024-02-26,19.99,USD,https://www.brickeconomy.com/api/v1/set/40672,
40672-1,Knuckles & Shadow,BrickHeadz,2024,298,N/A,19.99,34.27,39.0,45.98,N/A,N/A,New,2024-02-08,20.09,USD,https://www.brickeconomy.com/api/v1/set/40672,
40672-1,Knuckles & Shadow,BrickHeadz,2024,298,N/A,19.99,34.27,39.0,45.98,N/A,N/A,New,2024-01-31,36.88,USD,https://www.brickeconomy.com/api/v1/set/40672,
40672-1,Knuckles & Shadow,BrickHeadz,2024,298,N/A,19.99,34.27,39.0,45.98,N/A,N/A,New,2024-01-12,19.99,USD,https://www.brickeconomy.com/api/v1/set/40672,
40673-1,Spring Festival Mickey Mouse,BrickHeadz,2024,120,N/A,9.99,14.57,16.05,18.23,N/A,N/A,New,2025-02-15,14.57,USD,https://www.brickeconomy.com/api/v1/set/40673,
40673-1,Spring Festival Mickey Mouse,BrickHeadz,2024,120,N/A,9.99,14.57,16.05,18.23,N/A,N/A,New,2025-02-03,12.98,USD,https://www.brickeconomy.com/api/v1/set/40673,
40673-1,Spring Festival Mickey Mouse,BrickHeadz,2024,120,N/A,9.99,14.57,16.05,18.23,N/A,N/A,New,2025-01-15,12.11,USD,https://www.brickeconomy.com/api/v1/set/40673,
40673-1,Spring Festival Mickey Mouse,BrickHeadz,2024,120,N/A,9.99,14.57,16.05,18.23,N/A,N/A,New,2025-01-01,11.35,USD,https://www.brickeconomy.com/api/v1/set/40673,
40673-1,Spring Festival Mickey Mouse,BrickHeadz,2024,120,N/A,9.99,14.57,16.05,18.23,N/A,N/A,New,2024-12-14,12.48,USD,https://www.brickeconomy.com/api/v1/set/40673,
40673-1,Spring Festival Mickey Mouse,BrickHeadz,2024,120,N/A,9.99,14.57,16.05,18.23,N/A,N/A,New,2024-12-01,12.77,USD,https://www.brickeconomy.com/api/v1/set/40673,
40673-1,Spring Festival Mickey Mouse,BrickHeadz,2024,120,N/A,9.99,14.57,16.05,18.23,N/A,N/A,New,2024-09-26,12.05,USD,https://www.brickeconomy.com/api/v1/set/40673,
40673-1,Spring Festival Mickey Mouse,BrickHeadz,2024,120,N/A,9.99,14.57,16.05,18.23,N/A,N/A,New,2024-09-14,13.01,USD,https://www.brickeconomy.com/api/v1/set/40673,
40673-1,Spring Festival Mickey Mouse,BrickHeadz,2024,120,N/A,9.99,14.57,16.05,18.23,N/A,N/A,New,2024-08-30,13.0,USD,https://www.brickeconomy.com/api/v1/set/40673,
40673-1,Spring Festival Mickey Mouse,BrickHeadz,2024,120,N/A,9.99,14.57,16.05,18.23,N/A,N/A,New,2024-08-14,13.1,USD,https://www.brickeconomy.com/api/v1/set/40673,
40673-1,Spring Festival Mickey Mouse,BrickHeadz,2024,120,N/A,9.99,14.57,16.05,18.23,N/A,N/A,New,2024-08-01,11.77,USD,https://www.brickeconomy.com/api/v1/set/40673,
40673-1,Spring Festival Mickey Mouse,BrickHeadz,2024,120,N/A,9.99,14.57,16.05,18.23,N/A,N/A,New,2024-07-14,12.0,USD,https://www.brickeconomy.com/api/v1/set/40673,
40676-1,The Phantom Menace,BrickHeadz,2024,732,N/A,54.99,55.83,68.11,86.25,N/A,N/A,New,2025-02-15,55.83,USD,https://www.brickeconomy.com/api/v1/set/40676,
40676-1,The Phantom Menace,BrickHeadz,2024,732,N/A,54.99,55.83,68.11,86.25,N/A,N/A,New,2025-02-03,55.97,USD,https://www.brickeconomy.com/api/v1/set/40676,
40676-1,The Phantom Menace,BrickHeadz,2024,732,N/A,54.99,55.83,68.11,86.25,N/A,N/A,New,2025-01-24,59.92,USD,https://www.brickeconomy.com/api/v1/set/40676,
40676-1,The Phantom Menace,BrickHeadz,2024,732,N/A,54.99,55.83,68.11,86.25,N/A,N/A,New,2025-01-15,52.07,USD,https://www.brickeconomy.com/api/v1/set/40676,
40676-1,The Phantom Menace,BrickHeadz,2024,732,N/A,54.99,55.83,68.11,86.25,N/A,N/A,New,2025-01-01,56.64,USD,https://www.brickeconomy.com/api/v1/set/40676,
40676-1,The Phantom Menace,BrickHeadz,2024,732,N/A,54.99,55.83,68.11,86.25,N/A,N/A,New,2024-12-14,56.83,USD,https://www.brickeconomy.com/api/v1/set/40676,
40676-1,The Phantom Menace,BrickHeadz,2024,732,N/A,54.99,55.83,68.11,86.25,N/A,N/A,New,2024-11-15,56.64,USD,https://www.brickeconomy.com/api/v1/set/40676,
40676-1,The Phantom Menace,BrickHeadz,2024,732,N/A,54.99,55.83,68.11,86.25,N/A,N/A,New,2024-09-26,57.48,USD,https://www.brickeconomy.com/api/v1/set/40676,
40676-1,The Phantom Menace,BrickHeadz,2024,732,N/A,54.99,55.83,68.11,86.25,N/A,N/A,New,2024-08-30,55.54,USD,https://www.brickeconomy.com/api/v1/set/40676,
40676-1,The Phantom Menace,BrickHeadz,2024,732,N/A,54.99,55.83,68.11,86.25,N/A,N/A,New,2024-08-01,56.64,USD,https://www.brickeconomy.com/api/v1/set/40676,
40676-1,The Phantom Menace,BrickHeadz,2024,732,N/A,54.99,55.83,68.11,86.25,N/A,N/A,New,2024-06-01,55.54,USD,https://www.brickeconomy.com/api/v1/set/40676,
40676-1,The Phantom Menace,BrickHeadz,2024,732,N/A,54.99,55.83,68.11,86.25,N/A,N/A,New,2024-04-25,56.64,USD,https://www.brickeconomy.com/api/v1/set/40676,
40681-1,Retro Food Truck,Icons,2024,310,2,N/A,39.2,46.84,58.11,N/A,2.42,New,2025-02-15,39.2,USD,https://www.brickeconomy.com/api/v1/set/40681,
40681-1,Retro Food Truck,Icons,2024,310,2,N/A,39.2,46.84,58.11,N/A,2.42,New,2025-02-03,31.89,USD,https://www.brickeconomy.com/api/v1/set/40681,
40681-1,Retro Food Truck,Icons,2024,310,2,N/A,39.2,46.84,58.11,N/A,2.42,New,2025-01-15,30.59,USD,https://www.brickeconomy.com/api/v1/set/40681,
40681-1,Retro Food Truck,Icons,2024,310,2,N/A,39.2,46.84,58.11,N/A,2.42,New,2025-01-01,30.08,USD,https://www.brickeconomy.com/api/v1/set/40681,
40681-1,Retro Food Truck,Icons,2024,310,2,N/A,39.2,46.84,58.11,N/A,2.42,New,2024-12-14,30.01,USD,https://www.brickeconomy.com/api/v1/set/40681,
40681-1,Retro Food Truck,Icons,2024,310,2,N/A,39.2,46.84,58.11,N/A,2.42,New,2024-12-01,30.0,USD,https://www.brickeconomy.com/api/v1/set/40681,
40681-1,Retro Food Truck,Icons,2024,310,2,N/A,39.2,46.84,58.11,N/A,2.42,New,2024-11-15,28.63,USD,https://www.brickeconomy.com/api/v1/set/40681,
40681-1,Retro Food Truck,Icons,2024,310,2,N/A,39.2,46.84,58.11,N/A,2.42,New,2024-11-01,29.99,USD,https://www.brickeconomy.com/api/v1/set/40681,
40681-1,Retro Food Truck,Icons,2024,310,2,N/A,39.2,46.84,58.11,N/A,2.42,New,2024-10-14,30.0,USD,https://www.brickeconomy.com/api/v1/set/40681,
40681-1,Retro Food Truck,Icons,2024,310,2,N/A,39.2,46.84,58.11,N/A,2.42,New,2024-09-14,30.34,USD,https://www.brickeconomy.com/api/v1/set/40681,
40681-1,Retro Food Truck,Icons,2024,310,2,N/A,39.2,46.84,58.11,N/A,2.42,New,2024-08-30,29.99,USD,https://www.brickeconomy.com/api/v1/set/40681,
40681-1,Retro Food Truck,Icons,2024,310,2,N/A,39.2,46.84,58.11,N/A,2.42,New,2024-08-14,29.89,USD,https://www.brickeconomy.com/api/v1/set/40681,
40686-1,Trade Federation Troop Carrier,Star Wars,2024,262,8,N/A,41.8,49.23,63.04,N/A,N/A,New,2025-02-15,41.8,USD,https://www.brickeconomy.com/api/v1/set/40686,
40686-1,Trade Federation Troop Carrier,Star Wars,2024,262,8,N/A,41.8,49.23,63.04,N/A,N/A,New,2025-02-03,38.11,USD,https://www.brickeconomy.com/api/v1/set/40686,
40686-1,Trade Federation Troop Carrier,Star Wars,2024,262,8,N/A,41.8,49.23,63.04,N/A,N/A,New,2025-01-15,38.16,USD,https://www.brickeconomy.com/api/v1/set/40686,
40686-1,Trade Federation Troop Carrier,Star Wars,2024,262,8,N/A,41.8,49.23,63.04,N/A,N/A,New,2025-01-01,38.38,USD,https://www.brickeconomy.com/api/v1/set/40686,
40686-1,Trade Federation Troop Carrier,Star Wars,2024,262,8,N/A,41.8,49.23,63.04,N/A,N/A,New,2024-12-14,37.93,USD,https://www.brickeconomy.com/api/v1/set/40686,
40686-1,Trade Federation Troop Carrier,Star Wars,2024,262,8,N/A,41.8,49.23,63.04,N/A,N/A,New,2024-12-01,38.2,USD,https://www.brickeconomy.com/api/v1/set/40686,
40686-1,Trade Federation Troop Carrier,Star Wars,2024,262,8,N/A,41.8,49.23,63.04,N/A,N/A,New,2024-11-15,37.49,USD,https://www.brickeconomy.com/api/v1/set/40686,
40686-1,Trade Federation Troop Carrier,Star Wars,2024,262,8,N/A,41.8,49.23,63.04,N/A,N/A,New,2024-11-01,36.29,USD,https://www.brickeconomy.com/api/v1/set/40686,
40686-1,Trade Federation Troop Carrier,Star Wars,2024,262,8,N/A,41.8,49.23,63.04,N/A,N/A,New,2024-10-14,39.39,USD,https://www.brickeconomy.com/api/v1/set/40686,
40686-1,Trade Federation Troop Carrier,Star Wars,2024,262,8,N/A,41.8,49.23,63.04,N/A,N/A,New,2024-09-26,39.15,USD,https://www.brickeconomy.com/api/v1/set/40686,
40686-1,Trade Federation Troop Carrier,Star Wars,2024,262,8,N/A,41.8,49.23,63.04,N/A,N/A,New,2024-09-14,36.86,USD,https://www.brickeconomy.com/api/v1/set/40686,
40686-1,Trade Federation Troop Carrier,Star Wars,2024,262,8,N/A,41.8,49.23,63.04,N/A,N/A,New,2024-08-30,38.46,USD,https://www.brickeconomy.com/api/v1/set/40686,
40691-1,Mythical Pegasus,Creator,2024,278,N/A,N/A,20.73,22.37,24.79,N/A,N/A,New,2025-02-15,20.73,USD,https://www.brickeconomy.com/api/v1/set/40691,
40691-1,Mythical Pegasus,Creator,2024,278,N/A,N/A,20.73,22.37,24.79,N/A,N/A,New,2025-02-03,24.28,USD,https://www.brickeconomy.com/api/v1/set/40691,
40691-1,Mythical Pegasus,Creator,2024,278,N/A,N/A,20.73,22.37,24.79,N/A,N/A,New,2025-01-15,14.99,USD,https://www.brickeconomy.com/api/v1/set/40691,
