Number,SetName,Theme,Year,Pieces,Minifigs,RetailPriceUSD,CurrentValueNew,ForecastValueNew2Y,ForecastValueNew5Y,RollingGrowthLastYear,RollingGrowth12M,PriceType,PriceDate,PriceValue,Currency,URL
76949-1,Giganotosaurus & Therizinosaurus Attack,Jurassic World,2022,810,6,139.99,185.34,203.16,229.48,N/A,N/A,New,2024-09-14,141.49,USD,https://www.brickeconomy.com/api/v1/set/76949
76949-1,Giganotosaurus & Therizinosaurus Attack,Jurassic World,2022,810,6,139.99,185.34,203.16,229.48,N/A,N/A,New,2024-08-30,151.13,USD,https://www.brickeconomy.com/api/v1/set/76949
76951-1,Pyroraptor & Dilophosaurus Transport,Jurassic World,2022,254,3,39.99,40.79,49.83,63.18,N/A,N/A,New,2025-02-15,40.79,USD,https://www.brickeconomy.com/api/v1/set/76951
76951-1,Pyroraptor & Dilophosaurus Transport,Jurassic World,2022,254,3,39.99,40.79,49.83,63.18,N/A,N/A,New,2025-02-03,40.98,USD,https://www.brickeconomy.com/api/v1/set/76951
76951-1,Pyroraptor & Dilophosaurus Transport,Jurassic World,2022,254,3,39.99,40.79,49.83,63.18,N/A,N/A,New,2025-01-15,40.9,USD,https://www.brickeconomy.com/api/v1/set/76951
76951-1,Pyroraptor & Dilophosaurus Transport,Jurassic World,2022,254,3,39.99,40.79,49.83,63.18,N/A,N/A,New,2025-01-01,47.22,USD,https://www.brickeconomy.com/api/v1/set/76951
76951-1,Pyroraptor & Dilophosaurus Transport,Jurassic World,2022,254,3,39.99,40.79,49.83,63.18,N/A,N/A,New,2024-12-13,39.99,USD,https://www.brickeconomy.com/api/v1/set/76951
76951-1,Pyroraptor & Dilophosaurus Transport,Jurassic World,2022,254,3,39.99,40.79,49.83,63.18,N/A,N/A,New,2024-12-13,40.0,USD,https://www.brickeconomy.com/api/v1/set/76951
76951-1,Pyroraptor & Dilophosaurus Transport,Jurassic World,2022,254,3,39.99,40.79,49.83,63.18,N/A,N/A,New,2024-05-13,39.99,USD,https://www.brickeconomy.com/api/v1/set/76951
76951-1,Pyroraptor & Dilophosaurus Transport,Jurassic World,2022,254,3,39.99,40.79,49.83,63.18,N/A,N/A,New,2024-05-01,37.62,USD,https://www.brickeconomy.com/api/v1/set/76951
76951-1,Pyroraptor & Dilophosaurus Transport,Jurassic World,2022,254,3,39.99,40.79,49.83,63.18,N/A,N/A,New,2024-04-25,38.42,USD,https://www.brickeconomy.com/api/v1/set/76951
76951-1,Pyroraptor & Dilophosaurus Transport,Jurassic World,2022,254,3,39.99,40.79,49.83,63.18,N/A,N/A,New,2024-02-08,39.99,USD,https://www.brickeconomy.com/api/v1/set/76951
76951-1,Pyroraptor & Dilophosaurus Transport,Jurassic World,2022,254,3,39.99,40.79,49.83,63.18,N/A,N/A,New,2024-02-01,44.59,USD,https://www.brickeconomy.com/api/v1/set/76951
76951-1,Pyroraptor & Dilophosaurus Transport,Jurassic World,2022,254,3,39.99,40.79,49.83,63.18,N/A,N/A,New,2024-01-23,43.67,USD,https://www.brickeconomy.com/api/v1/set/76951
76957-1,Velociraptor Escape,Jurassic World,2023,137,2,39.99,33.58,38.42,45.55,N/A,N/A,New,2025-02-15,33.58,USD,https://www.brickeconomy.com/api/v1/set/76957
76957-1,Velociraptor Escape,Jurassic World,2023,137,2,39.99,33.58,38.42,45.55,N/A,N/A,New,2025-02-03,38.5,USD,https://www.brickeconomy.com/api/v1/set/76957
76957-1,Velociraptor Escape,Jurassic World,2023,137,2,39.99,33.58,38.42,45.55,N/A,N/A,New,2025-01-15,40.53,USD,https://www.brickeconomy.com/api/v1/set/76957
76957-1,Velociraptor Escape,Jurassic World,2023,137,2,39.99,33.58,38.42,45.55,N/A,N/A,New,2025-01-01,38.18,USD,https://www.brickeconomy.com/api/v1/set/76957
76957-1,Velociraptor Escape,Jurassic World,2023,137,2,39.99,33.58,38.42,45.55,N/A,N/A,New,2024-12-14,35.0,USD,https://www.brickeconomy.com/api/v1/set/76957
76957-1,Velociraptor Escape,Jurassic World,2023,137,2,39.99,33.58,38.42,45.55,N/A,N/A,New,2024-12-13,36.98,USD,https://www.brickeconomy.com/api/v1/set/76957
76957-1,Velociraptor Escape,Jurassic World,2023,137,2,39.99,33.58,38.42,45.55,N/A,N/A,New,2024-12-01,33.9,USD,https://www.brickeconomy.com/api/v1/set/76957
76957-1,Velociraptor Escape,Jurassic World,2023,137,2,39.99,33.58,38.42,45.55,N/A,N/A,New,2024-11-15,32.52,USD,https://www.brickeconomy.com/api/v1/set/76957
76957-1,Velociraptor Escape,Jurassic World,2023,137,2,39.99,33.58,38.42,45.55,N/A,N/A,New,2024-11-01,32.84,USD,https://www.brickeconomy.com/api/v1/set/76957
76957-1,Velociraptor Escape,Jurassic World,2023,137,2,39.99,33.58,38.42,45.55,N/A,N/A,New,2024-10-14,32.75,USD,https://www.brickeconomy.com/api/v1/set/76957
76957-1,Velociraptor Escape,Jurassic World,2023,137,2,39.99,33.58,38.42,45.55,N/A,N/A,New,2024-09-26,34.15,USD,https://www.brickeconomy.com/api/v1/set/76957
76957-1,Velociraptor Escape,Jurassic World,2023,137,2,39.99,33.58,38.42,45.55,N/A,N/A,New,2024-09-14,36.47,USD,https://www.brickeconomy.com/api/v1/set/76957
76958-1,Dilophosaurus Ambush,Jurassic World,2023,211,1,19.99,29.83,33.49,38.91,N/A,N/A,New,2025-02-15,29.83,USD,https://www.brickeconomy.com/api/v1/set/76958
76958-1,Dilophosaurus Ambush,Jurassic World,2023,211,1,19.99,29.83,33.49,38.91,N/A,N/A,New,2025-02-03,27.98,USD,https://www.brickeconomy.com/api/v1/set/76958
76958-1,Dilophosaurus Ambush,Jurassic World,2023,211,1,19.99,29.83,33.49,38.91,N/A,N/A,New,2025-01-15,24.96,USD,https://www.brickeconomy.com/api/v1/set/76958
76958-1,Dilophosaurus Ambush,Jurassic World,2023,211,1,19.99,29.83,33.49,38.91,N/A,N/A,New,2025-01-01,25.0,USD,https://www.brickeconomy.com/api/v1/set/76958
76958-1,Dilophosaurus Ambush,Jurassic World,2023,211,1,19.99,29.83,33.49,38.91,N/A,N/A,New,2024-12-14,20.26,USD,https://www.brickeconomy.com/api/v1/set/76958
76958-1,Dilophosaurus Ambush,Jurassic World,2023,211,1,19.99,29.83,33.49,38.91,N/A,N/A,New,2024-02-08,19.99,USD,https://www.brickeconomy.com/api/v1/set/76958
76958-1,Dilophosaurus Ambush,Jurassic World,2023,211,1,19.99,29.83,33.49,38.91,N/A,N/A,New,2024-02-01,22.33,USD,https://www.brickeconomy.com/api/v1/set/76958
76958-1,Dilophosaurus Ambush,Jurassic World,2023,211,1,19.99,29.83,33.49,38.91,N/A,N/A,New,2024-01-23,22.71,USD,https://www.brickeconomy.com/api/v1/set/76958
76958-1,Dilophosaurus Ambush,Jurassic World,2023,211,1,19.99,29.83,33.49,38.91,N/A,N/A,New,2024-01-23,23.38,USD,https://www.brickeconomy.com/api/v1/set/76958
76958-1,Dilophosaurus Ambush,Jurassic World,2023,211,1,19.99,29.83,33.49,38.91,N/A,N/A,New,2024-01-12,22.99,USD,https://www.brickeconomy.com/api/v1/set/76958
76958-1,Dilophosaurus Ambush,Jurassic World,2023,211,1,19.99,29.83,33.49,38.91,N/A,N/A,New,2024-01-07,23.98,USD,https://www.brickeconomy.com/api/v1/set/76958
76958-1,Dilophosaurus Ambush,Jurassic World,2023,211,1,19.99,29.83,33.49,38.91,N/A,N/A,New,2023-12-29,27.19,USD,https://www.brickeconomy.com/api/v1/set/76958
76959-1,Triceratops Research,Jurassic World,2023,281,2,49.99,59.96,67.5,78.64,N/A,N/A,New,2025-02-15,59.96,USD,https://www.brickeconomy.com/api/v1/set/76959
76959-1,Triceratops Research,Jurassic World,2023,281,2,49.99,59.96,67.5,78.64,N/A,N/A,New,2025-02-03,52.92,USD,https://www.brickeconomy.com/api/v1/set/76959
76959-1,Triceratops Research,Jurassic World,2023,281,2,49.99,59.96,67.5,78.64,N/A,N/A,New,2025-01-15,49.99,USD,https://www.brickeconomy.com/api/v1/set/76959
76959-1,Triceratops Research,Jurassic World,2023,281,2,49.99,59.96,67.5,78.64,N/A,N/A,New,2025-01-01,49.53,USD,https://www.brickeconomy.com/api/v1/set/76959
76959-1,Triceratops Research,Jurassic World,2023,281,2,49.99,59.96,67.5,78.64,N/A,N/A,New,2024-12-13,48.39,USD,https://www.brickeconomy.com/api/v1/set/76959
76959-1,Triceratops Research,Jurassic World,2023,281,2,49.99,59.96,67.5,78.64,N/A,N/A,New,2024-12-01,39.99,USD,https://www.brickeconomy.com/api/v1/set/76959
76959-1,Triceratops Research,Jurassic World,2023,281,2,49.99,59.96,67.5,78.64,N/A,N/A,New,2024-11-15,43.05,USD,https://www.brickeconomy.com/api/v1/set/76959
76959-1,Triceratops Research,Jurassic World,2023,281,2,49.99,59.96,67.5,78.64,N/A,N/A,New,2024-11-01,44.99,USD,https://www.brickeconomy.com/api/v1/set/76959
76959-1,Triceratops Research,Jurassic World,2023,281,2,49.99,59.96,67.5,78.64,N/A,N/A,New,2024-10-14,43.05,USD,https://www.brickeconomy.com/api/v1/set/76959
76959-1,Triceratops Research,Jurassic World,2023,281,2,49.99,59.96,67.5,78.64,N/A,N/A,New,2024-09-26,44.96,USD,https://www.brickeconomy.com/api/v1/set/76959
76959-1,Triceratops Research,Jurassic World,2023,281,2,49.99,59.96,67.5,78.64,N/A,N/A,New,2024-09-14,43.41,USD,https://www.brickeconomy.com/api/v1/set/76959
76959-1,Triceratops Research,Jurassic World,2023,281,2,49.99,59.96,67.5,78.64,N/A,N/A,New,2024-08-30,44.99,USD,https://www.brickeconomy.com/api/v1/set/76959
76960-1,Brachiosaurus Discovery,Jurassic World,2023,512,3,79.99,80.61,86.17,94.39,N/A,N/A,New,2025-02-15,80.61,USD,https://www.brickeconomy.com/api/v1/set/76960
76960-1,Brachiosaurus Discovery,Jurassic World,2023,512,3,79.99,80.61,86.17,94.39,N/A,N/A,New,2025-02-03,79.99,USD,https://www.brickeconomy.com/api/v1/set/76960
76960-1,Brachiosaurus Discovery,Jurassic World,2023,512,3,79.99,80.61,86.17,94.39,N/A,N/A,New,2025-01-15,79.96,USD,https://www.brickeconomy.com/api/v1/set/76960
76960-1,Brachiosaurus Discovery,Jurassic World,2023,512,3,79.99,80.61,86.17,94.39,N/A,N/A,New,2025-01-01,83.66,USD,https://www.brickeconomy.com/api/v1/set/76960
76960-1,Brachiosaurus Discovery,Jurassic World,2023,512,3,79.99,80.61,86.17,94.39,N/A,N/A,New,2024-12-14,85.67,USD,https://www.brickeconomy.com/api/v1/set/76960
76960-1,Brachiosaurus Discovery,Jurassic World,2023,512,3,79.99,80.61,86.17,94.39,N/A,N/A,New,2024-12-13,77.97,USD,https://www.brickeconomy.com/api/v1/set/76960
76960-1,Brachiosaurus Discovery,Jurassic World,2023,512,3,79.99,80.61,86.17,94.39,N/A,N/A,New,2024-12-01,65.39,USD,https://www.brickeconomy.com/api/v1/set/76960
76960-1,Brachiosaurus Discovery,Jurassic World,2023,512,3,79.99,80.61,86.17,94.39,N/A,N/A,New,2024-11-15,66.72,USD,https://www.brickeconomy.com/api/v1/set/76960
76960-1,Brachiosaurus Discovery,Jurassic World,2023,512,3,79.99,80.61,86.17,94.39,N/A,N/A,New,2024-11-01,66.91,USD,https://www.brickeconomy.com/api/v1/set/76960
76960-1,Brachiosaurus Discovery,Jurassic World,2023,512,3,79.99,80.61,86.17,94.39,N/A,N/A,New,2024-09-26,67.21,USD,https://www.brickeconomy.com/api/v1/set/76960
76960-1,Brachiosaurus Discovery,Jurassic World,2023,512,3,79.99,80.61,86.17,94.39,N/A,N/A,New,2024-09-14,68.41,USD,https://www.brickeconomy.com/api/v1/set/76960
76960-1,Brachiosaurus Discovery,Jurassic World,2023,512,3,79.99,80.61,86.17,94.39,N/A,N/A,New,2024-08-30,65.36,USD,https://www.brickeconomy.com/api/v1/set/76960
76961-1,Visitor Center: T. rex & Raptor Attack,Jurassic World,2023,693,6,129.99,120.0,137.28,162.79,N/A,N/A,New,2025-02-15,120.0,USD,https://www.brickeconomy.com/api/v1/set/76961
76961-1,Visitor Center: T. rex & Raptor Attack,Jurassic World,2023,693,6,129.99,120.0,137.28,162.79,N/A,N/A,New,2025-01-15,119.99,USD,https://www.brickeconomy.com/api/v1/set/76961
76961-1,Visitor Center: T. rex & Raptor Attack,Jurassic World,2023,693,6,129.99,120.0,137.28,162.79,N/A,N/A,New,2025-01-01,101.17,USD,https://www.brickeconomy.com/api/v1/set/76961
76961-1,Visitor Center: T. rex & Raptor Attack,Jurassic World,2023,693,6,129.99,120.0,137.28,162.79,N/A,N/A,New,2024-12-14,101.99,USD,https://www.brickeconomy.com/api/v1/set/76961
76961-1,Visitor Center: T. rex & Raptor Attack,Jurassic World,2023,693,6,129.99,120.0,137.28,162.79,N/A,N/A,New,2024-12-13,102.21,USD,https://www.brickeconomy.com/api/v1/set/76961
76961-1,Visitor Center: T. rex & Raptor Attack,Jurassic World,2023,693,6,129.99,120.0,137.28,162.79,N/A,N/A,New,2024-12-01,104.98,USD,https://www.brickeconomy.com/api/v1/set/76961
76961-1,Visitor Center: T. rex & Raptor Attack,Jurassic World,2023,693,6,129.99,120.0,137.28,162.79,N/A,N/A,New,2024-11-15,104.29,USD,https://www.brickeconomy.com/api/v1/set/76961
76961-1,Visitor Center: T. rex & Raptor Attack,Jurassic World,2023,693,6,129.99,120.0,137.28,162.79,N/A,N/A,New,2024-11-01,100.0,USD,https://www.brickeconomy.com/api/v1/set/76961
76961-1,Visitor Center: T. rex & Raptor Attack,Jurassic World,2023,693,6,129.99,120.0,137.28,162.79,N/A,N/A,New,2024-10-14,101.06,USD,https://www.brickeconomy.com/api/v1/set/76961
76961-1,Visitor Center: T. rex & Raptor Attack,Jurassic World,2023,693,6,129.99,120.0,137.28,162.79,N/A,N/A,New,2024-09-26,104.98,USD,https://www.brickeconomy.com/api/v1/set/76961
76961-1,Visitor Center: T. rex & Raptor Attack,Jurassic World,2023,693,6,129.99,120.0,137.28,162.79,N/A,N/A,New,2024-09-14,100.85,USD,https://www.brickeconomy.com/api/v1/set/76961
76961-1,Visitor Center: T. rex & Raptor Attack,Jurassic World,2023,693,6,129.99,120.0,137.28,162.79,N/A,N/A,New,2024-08-30,104.42,USD,https://www.brickeconomy.com/api/v1/set/76961
112323-1,Master Wu vs. Ghost Archer,Ninjago,2023,12,2,N/A,4.54,4.8,5.48,-1.12,1.49,New,2025-01-15,4.54,USD,https://www.brickeconomy.com/api/v1/set/112323
112323-1,Master Wu vs. Ghost Archer,Ninjago,2023,12,2,N/A,4.54,4.8,5.48,-1.12,1.49,New,2025-01-01,4.49,USD,https://www.brickeconomy.com/api/v1/set/112323
112323-1,Master Wu vs. Ghost Archer,Ninjago,2023,12,2,N/A,4.54,4.8,5.48,-1.12,1.49,New,2024-12-14,4.61,USD,https://www.brickeconomy.com/api/v1/set/112323
112323-1,Master Wu vs. Ghost Archer,Ninjago,2023,12,2,N/A,4.54,4.8,5.48,-1.12,1.49,New,2024-11-15,5.01,USD,https://www.brickeconomy.com/api/v1/set/112323
112323-1,Master Wu vs. Ghost Archer,Ninjago,2023,12,2,N/A,4.54,4.8,5.48,-1.12,1.49,New,2024-11-01,4.68,USD,https://www.brickeconomy.com/api/v1/set/112323
112323-1,Master Wu vs. Ghost Archer,Ninjago,2023,12,2,N/A,4.54,4.8,5.48,-1.12,1.49,New,2024-10-14,5.2,USD,https://www.brickeconomy.com/api/v1/set/112323
112323-1,Master Wu vs. Ghost Archer,Ninjago,2023,12,2,N/A,4.54,4.8,5.48,-1.12,1.49,New,2024-09-26,4.92,USD,https://www.brickeconomy.com/api/v1/set/112323
112323-1,Master Wu vs. Ghost Archer,Ninjago,2023,12,2,N/A,4.54,4.8,5.48,-1.12,1.49,New,2024-09-14,4.9,USD,https://www.brickeconomy.com/api/v1/set/112323
112323-1,Master Wu vs. Ghost Archer,Ninjago,2023,12,2,N/A,4.54,4.8,5.48,-1.12,1.49,New,2024-08-30,4.68,USD,https://www.brickeconomy.com/api/v1/set/112323
112323-1,Master Wu vs. Ghost Archer,Ninjago,2023,12,2,N/A,4.54,4.8,5.48,-1.12,1.49,New,2024-08-14,4.77,USD,https://www.brickeconomy.com/api/v1/set/112323
112323-1,Master Wu vs. Ghost Archer,Ninjago,2023,12,2,N/A,4.54,4.8,5.48,-1.12,1.49,New,2024-08-01,4.89,USD,https://www.brickeconomy.com/api/v1/set/112323
112323-1,Master Wu vs. Ghost Archer,Ninjago,2023,12,2,N/A,4.54,4.8,5.48,-1.12,1.49,New,2024-07-14,4.9,USD,https://www.brickeconomy.com/api/v1/set/112323
112324-1,Kai vs. Skeleton King,Ninjago,2023,14,2,N/A,4.48,4.88,5.47,0.48,0.4,New,2025-02-03,4.48,USD,https://www.brickeconomy.com/api/v1/set/112324
112324-1,Kai vs. Skeleton King,Ninjago,2023,14,2,N/A,4.48,4.88,5.47,0.48,0.4,New,2024-12-14,4.47,USD,https://www.brickeconomy.com/api/v1/set/112324
112324-1,Kai vs. Skeleton King,Ninjago,2023,14,2,N/A,4.48,4.88,5.47,0.48,0.4,New,2024-12-01,4.05,USD,https://www.brickeconomy.com/api/v1/set/112324
112324-1,Kai vs. Skeleton King,Ninjago,2023,14,2,N/A,4.48,4.88,5.47,0.48,0.4,New,2024-11-15,4.37,USD,https://www.brickeconomy.com/api/v1/set/112324
112324-1,Kai vs. Skeleton King,Ninjago,2023,14,2,N/A,4.48,4.88,5.47,0.48,0.4,New,2024-11-01,4.2,USD,https://www.brickeconomy.com/api/v1/set/112324
112324-1,Kai vs. Skeleton King,Ninjago,2023,14,2,N/A,4.48,4.88,5.47,0.48,0.4,New,2024-10-14,4.34,USD,https://www.brickeconomy.com/api/v1/set/112324
112324-1,Kai vs. Skeleton King,Ninjago,2023,14,2,N/A,4.48,4.88,5.47,0.48,0.4,New,2024-09-26,4.35,USD,https://www.brickeconomy.com/api/v1/set/112324
112324-1,Kai vs. Skeleton King,Ninjago,2023,14,2,N/A,4.48,4.88,5.47,0.48,0.4,New,2024-09-14,4.4,USD,https://www.brickeconomy.com/api/v1/set/112324
112324-1,Kai vs. Skeleton King,Ninjago,2023,14,2,N/A,4.48,4.88,5.47,0.48,0.4,New,2024-08-30,4.35,USD,https://www.brickeconomy.com/api/v1/set/112324
112324-1,Kai vs. Skeleton King,Ninjago,2023,14,2,N/A,4.48,4.88,5.47,0.48,0.4,New,2024-08-14,4.34,USD,https://www.brickeconomy.com/api/v1/set/112324
112324-1,Kai vs. Skeleton King,Ninjago,2023,14,2,N/A,4.48,4.88,5.47,0.48,0.4,New,2024-08-01,5.08,USD,https://www.brickeconomy.com/api/v1/set/112324
112324-1,Kai vs. Skeleton King,Ninjago,2023,14,2,N/A,4.48,4.88,5.47,0.48,0.4,New,2024-07-14,4.39,USD,https://www.brickeconomy.com/api/v1/set/112324
112325-1,Lloyd vs. Bone Warrior,Ninjago,2023,3,2,N/A,4.4,4.47,4.67,-3.45,-5.18,New,2025-02-03,4.4,USD,https://www.brickeconomy.com/api/v1/set/112325
112325-1,Lloyd vs. Bone Warrior,Ninjago,2023,3,2,N/A,4.4,4.47,4.67,-3.45,-5.18,New,2025-01-15,4.03,USD,https://www.brickeconomy.com/api/v1/set/112325
112325-1,Lloyd vs. Bone Warrior,Ninjago,2023,3,2,N/A,4.4,4.47,4.67,-3.45,-5.18,New,2025-01-01,3.98,USD,https://www.brickeconomy.com/api/v1/set/112325
112325-1,Lloyd vs. Bone Warrior,Ninjago,2023,3,2,N/A,4.4,4.47,4.67,-3.45,-5.18,New,2024-12-01,3.93,USD,https://www.brickeconomy.com/api/v1/set/112325
112325-1,Lloyd vs. Bone Warrior,Ninjago,2023,3,2,N/A,4.4,4.47,4.67,-3.45,-5.18,New,2024-11-01,3.96,USD,https://www.brickeconomy.com/api/v1/set/112325
112325-1,Lloyd vs. Bone Warrior,Ninjago,2023,3,2,N/A,4.4,4.47,4.67,-3.45,-5.18,New,2024-10-14,4.02,USD,https://www.brickeconomy.com/api/v1/set/112325
112325-1,Lloyd vs. Bone Warrior,Ninjago,2023,3,2,N/A,4.4,4.47,4.67,-3.45,-5.18,New,2024-09-26,4.06,USD,https://www.brickeconomy.com/api/v1/set/112325
112325-1,Lloyd vs. Bone Warrior,Ninjago,2023,3,2,N/A,4.4,4.47,4.67,-3.45,-5.18,New,2024-09-14,3.97,USD,https://www.brickeconomy.com/api/v1/set/112325
112325-1,Lloyd vs. Bone Warrior,Ninjago,2023,3,2,N/A,4.4,4.47,4.67,-3.45,-5.18,New,2024-08-30,3.93,USD,https://www.brickeconomy.com/api/v1/set/112325
112325-1,Lloyd vs. Bone Warrior,Ninjago,2023,3,2,N/A,4.4,4.47,4.67,-3.45,-5.18,New,2024-08-14,4.0,USD,https://www.brickeconomy.com/api/v1/set/112325
112325-1,Lloyd vs. Bone Warrior,Ninjago,2023,3,2,N/A,4.4,4.47,4.67,-3.45,-5.18,New,2024-08-01,4.12,USD,https://www.brickeconomy.com/api/v1/set/112325
112325-1,Lloyd vs. Bone Warrior,Ninjago,2023,3,2,N/A,4.4,4.47,4.67,-3.45,-5.18,New,2024-07-14,4.06,USD,https://www.brickeconomy.com/api/v1/set/112325
112326-1,Cole vs. Bone Knight,Ninjago,2023,15,2,N/A,4.35,5.15,6.32,0.25,-0.89,New,2025-02-15,4.35,USD,https://www.brickeconomy.com/api/v1/set/112326
112326-1,Cole vs. Bone Knight,Ninjago,2023,15,2,N/A,4.35,5.15,6.32,0.25,-0.89,New,2025-02-03,4.22,USD,https://www.brickeconomy.com/api/v1/set/112326
112326-1,Cole vs. Bone Knight,Ninjago,2023,15,2,N/A,4.35,5.15,6.32,0.25,-0.89,New,2025-01-01,4.21,USD,https://www.brickeconomy.com/api/v1/set/112326
112326-1,Cole vs. Bone Knight,Ninjago,2023,15,2,N/A,4.35,5.15,6.32,0.25,-0.89,New,2024-12-01,4.38,USD,https://www.brickeconomy.com/api/v1/set/112326
112326-1,Cole vs. Bone Knight,Ninjago,2023,15,2,N/A,4.35,5.15,6.32,0.25,-0.89,New,2024-11-15,4.47,USD,https://www.brickeconomy.com/api/v1/set/112326
112326-1,Cole vs. Bone Knight,Ninjago,2023,15,2,N/A,4.35,5.15,6.32,0.25,-0.89,New,2024-11-01,4.46,USD,https://www.brickeconomy.com/api/v1/set/112326
112326-1,Cole vs. Bone Knight,Ninjago,2023,15,2,N/A,4.35,5.15,6.32,0.25,-0.89,New,2024-10-14,4.42,USD,https://www.brickeconomy.com/api/v1/set/112326
112326-1,Cole vs. Bone Knight,Ninjago,2023,15,2,N/A,4.35,5.15,6.32,0.25,-0.89,New,2024-09-26,4.36,USD,https://www.brickeconomy.com/api/v1/set/112326
112326-1,Cole vs. Bone Knight,Ninjago,2023,15,2,N/A,4.35,5.15,6.32,0.25,-0.89,New,2024-09-14,4.31,USD,https://www.brickeconomy.com/api/v1/set/112326
112326-1,Cole vs. Bone Knight,Ninjago,2023,15,2,N/A,4.35,5.15,6.32,0.25,-0.89,New,2024-08-30,4.36,USD,https://www.brickeconomy.com/api/v1/set/112326
112326-1,Cole vs. Bone Knight,Ninjago,2023,15,2,N/A,4.35,5.15,6.32,0.25,-0.89,New,2024-08-14,4.34,USD,https://www.brickeconomy.com/api/v1/set/112326
112326-1,Cole vs. Bone Knight,Ninjago,2023,15,2,N/A,4.35,5.15,6.32,0.25,-0.89,New,2024-08-01,4.55,USD,https://www.brickeconomy.com/api/v1/set/112326
112327-1,Jay vs. Bone Hunter,Ninjago,2023,3,2,N/A,4.1,4.63,5.41,-1.18,-1.7,New,2025-02-03,4.1,USD,https://www.brickeconomy.com/api/v1/set/112327
112327-1,Jay vs. Bone Hunter,Ninjago,2023,3,2,N/A,4.1,4.63,5.41,-1.18,-1.7,New,2025-01-15,4.09,USD,https://www.brickeconomy.com/api/v1/set/112327
112327-1,Jay vs. Bone Hunter,Ninjago,2023,3,2,N/A,4.1,4.63,5.41,-1.18,-1.7,New,2025-01-01,4.19,USD,https://www.brickeconomy.com/api/v1/set/112327
112327-1,Jay vs. Bone Hunter,Ninjago,2023,3,2,N/A,4.1,4.63,5.41,-1.18,-1.7,New,2024-11-15,4.61,USD,https://www.brickeconomy.com/api/v1/set/112327
112327-1,Jay vs. Bone Hunter,Ninjago,2023,3,2,N/A,4.1,4.63,5.41,-1.18,-1.7,New,2024-11-01,4.47,USD,https://www.brickeconomy.com/api/v1/set/112327
112327-1,Jay vs. Bone Hunter,Ninjago,2023,3,2,N/A,4.1,4.63,5.41,-1.18,-1.7,New,2024-10-14,4.45,USD,https://www.brickeconomy.com/api/v1/set/112327
112327-1,Jay vs. Bone Hunter,Ninjago,2023,3,2,N/A,4.1,4.63,5.41,-1.18,-1.7,New,2024-09-26,4.29,USD,https://www.brickeconomy.com/api/v1/set/112327
112327-1,Jay vs. Bone Hunter,Ninjago,2023,3,2,N/A,4.1,4.63,5.41,-1.18,-1.7,New,2024-09-14,4.28,USD,https://www.brickeconomy.com/api/v1/set/112327
112327-1,Jay vs. Bone Hunter,Ninjago,2023,3,2,N/A,4.1,4.63,5.41,-1.18,-1.7,New,2024-08-30,4.3,USD,https://www.brickeconomy.com/api/v1/set/112327
112327-1,Jay vs. Bone Hunter,Ninjago,2023,3,2,N/A,4.1,4.63,5.41,-1.18,-1.7,New,2024-08-14,4.32,USD,https://www.brickeconomy.com/api/v1/set/112327
112327-1,Jay vs. Bone Hunter,Ninjago,2023,3,2,N/A,4.1,4.63,5.41,-1.18,-1.7,New,2024-08-01,4.64,USD,https://www.brickeconomy.com/api/v1/set/112327
112327-1,Jay vs. Bone Hunter,Ninjago,2023,3,2,N/A,4.1,4.63,5.41,-1.18,-1.7,New,2024-07-14,4.49,USD,https://www.brickeconomy.com/api/v1/set/112327
112328-1,Pixal vs. Viper,Ninjago,2023,2,2,N/A,5.39,6.05,7.03,-5.22,-3.8,New,2025-02-15,5.39,USD,https://www.brickeconomy.com/api/v1/set/112328
112328-1,Pixal vs. Viper,Ninjago,2023,2,2,N/A,5.39,6.05,7.03,-5.22,-3.8,New,2025-02-03,5.42,USD,https://www.brickeconomy.com/api/v1/set/112328
112328-1,Pixal vs. Viper,Ninjago,2023,2,2,N/A,5.39,6.05,7.03,-5.22,-3.8,New,2025-01-15,5.01,USD,https://www.brickeconomy.com/api/v1/set/112328
112328-1,Pixal vs. Viper,Ninjago,2023,2,2,N/A,5.39,6.05,7.03,-5.22,-3.8,New,2025-01-01,4.95,USD,https://www.brickeconomy.com/api/v1/set/112328
112328-1,Pixal vs. Viper,Ninjago,2023,2,2,N/A,5.39,6.05,7.03,-5.22,-3.8,New,2024-12-14,4.74,USD,https://www.brickeconomy.com/api/v1/set/112328
112328-1,Pixal vs. Viper,Ninjago,2023,2,2,N/A,5.39,6.05,7.03,-5.22,-3.8,New,2024-12-01,4.49,USD,https://www.brickeconomy.com/api/v1/set/112328
112328-1,Pixal vs. Viper,Ninjago,2023,2,2,N/A,5.39,6.05,7.03,-5.22,-3.8,New,2024-11-15,4.74,USD,https://www.brickeconomy.com/api/v1/set/112328
112328-1,Pixal vs. Viper,Ninjago,2023,2,2,N/A,5.39,6.05,7.03,-5.22,-3.8,New,2024-10-14,4.79,USD,https://www.brickeconomy.com/api/v1/set/112328
112328-1,Pixal vs. Viper,Ninjago,2023,2,2,N/A,5.39,6.05,7.03,-5.22,-3.8,New,2024-09-26,4.57,USD,https://www.brickeconomy.com/api/v1/set/112328
112328-1,Pixal vs. Viper,Ninjago,2023,2,2,N/A,5.39,6.05,7.03,-5.22,-3.8,New,2024-09-14,4.79,USD,https://www.brickeconomy.com/api/v1/set/112328
