Number,SetName,Theme,Year,Pieces,Minifigs,RetailPriceUSD,CurrentValueNew,ForecastValueNew2Y,ForecastValueNew5Y,RollingGrowthLastYear,RollingGrowth12M,PriceType,PriceDate,PriceValue,Currency,URL
112328-1,Pixal vs. Viper,Ninjago,2023,2,2,N/A,5.39,6.05,7.03,-5.22,-3.8,New,2024-08-30,5.18,USD,https://www.brickeconomy.com/api/v1/set/112328
112328-1,Pixal vs. Viper,Ninjago,2023,2,2,N/A,5.39,6.05,7.03,-5.22,-3.8,New,2024-08-14,5.2,USD,https://www.brickeconomy.com/api/v1/set/112328
122326-1,Raptor,Jurassic World,2023,20,N/A,N/A,2.77,3.05,3.45,-5.27,-2.95,New,2025-02-15,2.77,USD,https://www.brickeconomy.com/api/v1/set/122326
122326-1,Raptor,Jurassic World,2023,20,N/A,N/A,2.77,3.05,3.45,-5.27,-2.95,New,2025-02-03,2.82,USD,https://www.brickeconomy.com/api/v1/set/122326
122326-1,Raptor,Jurassic World,2023,20,N/A,N/A,2.77,3.05,3.45,-5.27,-2.95,New,2025-01-15,2.77,USD,https://www.brickeconomy.com/api/v1/set/122326
122326-1,Raptor,Jurassic World,2023,20,N/A,N/A,2.77,3.05,3.45,-5.27,-2.95,New,2025-01-01,2.89,USD,https://www.brickeconomy.com/api/v1/set/122326
122326-1,Raptor,Jurassic World,2023,20,N/A,N/A,2.77,3.05,3.45,-5.27,-2.95,New,2024-12-14,2.75,USD,https://www.brickeconomy.com/api/v1/set/122326
122326-1,Raptor,Jurassic World,2023,20,N/A,N/A,2.77,3.05,3.45,-5.27,-2.95,New,2024-11-15,2.83,USD,https://www.brickeconomy.com/api/v1/set/122326
122326-1,Raptor,Jurassic World,2023,20,N/A,N/A,2.77,3.05,3.45,-5.27,-2.95,New,2024-11-01,2.75,USD,https://www.brickeconomy.com/api/v1/set/122326
122326-1,Raptor,Jurassic World,2023,20,N/A,N/A,2.77,3.05,3.45,-5.27,-2.95,New,2024-10-14,2.92,USD,https://www.brickeconomy.com/api/v1/set/122326
122326-1,Raptor,Jurassic World,2023,20,N/A,N/A,2.77,3.05,3.45,-5.27,-2.95,New,2024-09-26,2.97,USD,https://www.brickeconomy.com/api/v1/set/122326
122326-1,Raptor,Jurassic World,2023,20,N/A,N/A,2.77,3.05,3.45,-5.27,-2.95,New,2024-09-14,3.26,USD,https://www.brickeconomy.com/api/v1/set/122326
122326-1,Raptor,Jurassic World,2023,20,N/A,N/A,2.77,3.05,3.45,-5.27,-2.95,New,2024-08-14,3.22,USD,https://www.brickeconomy.com/api/v1/set/122326
122326-1,Raptor,Jurassic World,2023,20,N/A,N/A,2.77,3.05,3.45,-5.27,-2.95,New,2024-08-01,3.16,USD,https://www.brickeconomy.com/api/v1/set/122326
