SetID,Number,YearFrom,Category,Theme,Subtheme,SetName,ImageFilename,USRetailPrice,Pieces,Minifigs,PackagingType,Availability,Width,Height,Depth,Weight,AgeMin,AgeMax,OwnCount,WantCount,Rating,BrickLinkSoldPriceNew,BrickLinkSoldPriceUsed,LaunchYear,LaunchMonth,ExitYear,ExitMonth,YearsSinceExit,PriceChange,ResaleDemand,AppreciationTrend,SizeCategory,Exclusivity,ThemePopularity,InvestmentScore,AnnualPriceIncrease,AnnualPercentageIncrease
48753,71817,2024,Normal,Ninjago,Dragons Rising Season 2,Lloyd's Elemental Power Mech,71817-1,19.99,253.0,3.0,Box,Retail,19.1,26.2,6.1,0.0,7.0,0.0,631,402,0,21.28,15.25,2024,1,2024,12,1,6.453226613306668,1.3954098360655738,6.453226613306668,Medium,Regular,0.0,4.517258629314668,1.2900000000000027,6.453226613306668
29357,75257,2019,Normal,Star Wars,Episode IX,Millennium Falcon,75257-1,169.99,1351.0,7.0,Box,Retail,58.2,37.8,8.7,0.0,9.0,0.0,13714,3479,10,116.22,92.12,2019,4,2024,12,1,-31.63127242778987,1.2616152844116368,-31.63127242778987,Large,Exclusive,0.0,-12.141890699452912,-53.77000000000001,-31.63127242778987
30732,75290,2020,Normal,Star Wars,Master Builder Series,Mos Eisley Cantina,75290-1,399.99,3187.0,21.0,Box,LEGO exclusive,58.2,48.0,12.4,0.0,18.0,0.0,16185,6626,23,399.21,333.63,2020,1,2024,12,1,-0.1950048751218854,1.1965650570991817,-0.1950048751218854,Large,Exclusive,0.0,9.86349658741468,-0.7800000000000296,-0.1950048751218854
31229,75308,2021,Normal,Star Wars,Miscellaneous,R2-D2,75308-1,239.99,2314.0,1.0,Box,LEGO exclusive,37.8,58.2,10.3,0.0,18.0,0.0,11970,3635,5,166.04,124.9,2021,1,2024,12,1,-30.813783907662824,1.3293835068054445,-30.813783907662824,Large,Exclusive,0.0,-11.569648735363977,-73.95000000000002,-30.813783907662824
31235,75313,2021,Normal,Star Wars,Ultimate Collector Series,AT-AT,75313-1,849.99,6785.0,9.0,Box,LEGO exclusive,49.9,49.9,37.9,0.0,18.0,0.0,8965,6073,21,783.95,712.05,2021,1,2024,12,1,-7.769503170625533,1.1009760550523138,-7.769503170625533,Large,Exclusive,0.0,4.5613477805621265,-66.03999999999996,-7.769503170625533
31951,75341,2022,Normal,Star Wars,Ultimate Collector Series,Luke Skywalker's Landspeeder,75341-1,239.99,1890.0,2.0,Box,LEGO exclusive,58.2,37.8,8.7,0.0,18.0,0.0,9689,2833,8,185.55,121.36,2022,4,2024,12,1,-22.68427851160465,1.5289222148978248,-22.68427851160465,Large,Exclusive,0.0,-5.878994958123254,-54.44,-22.68427851160465
34368,75344,2023,Normal,Star Wars,Microfighters,Boba Fett's Starship Microfighter,75344-1,9.99,85.0,1.0,Box,Retail,14.1,12.2,4.6,0.0,0.0,0.0,15167,1098,19,8.8,5.19,2023,1,2024,12,1,-11.911911911911908,1.695568400770713,-11.911911911911908,Small,Exclusive,0.0,1.6616616616616646,-1.1899999999999995,-11.911911911911908
34563,75346,2023,Normal,Star Wars,The Mandalorian,Pirate Snub Fighter,75346-1,34.99,285.0,2.0,Box,Retail,26.2,19.1,4.6,0.0,8.0,0.0,7774,1510,12,19.78,15.88,2023,1,2024,12,1,-43.469562732209205,1.2455919395465995,-43.469562732209205,Medium,Exclusive,0.0,-20.428693912546443,-15.21,-43.469562732209205
34565,75348,2023,Normal,Star Wars,The Mandalorian,Mandalorian Fang Fighter vs TIE Interceptor,75348-1,99.99,957.0,4.0,Box,Retail,48.0,28.2,7.4,0.0,9.0,0.0,9080,2583,23,76.17,57.81,2023,1,2024,12,1,-23.822382238223817,1.3175921120913336,-23.822382238223817,Medium,Exclusive,0.0,-6.6756675667566725,-23.819999999999993,-23.822382238223817
34466,75350,2023,Normal,Star Wars,Helmet Collection,Clone Commander Cody Helmet,75350-1,69.99,766.0,0.0,Box,Retail,19.1,35.4,11.8,0.0,18.0,0.0,9330,2019,4,56.23,37.67,2023,1,2024,12,1,-19.65995142163166,1.49269976108309,-19.65995142163166,Medium,Exclusive,0.0,-3.7619659951421625,-13.759999999999998,-19.65995142163166
