SetID,Number,YearFrom,Category,Theme,Subtheme,SetName,ImageFilename,USRetailPrice,Pieces,Minifigs,PackagingType,Availability,Width,Height,Depth,Weight,AgeMin,AgeMax,OwnCount,WantCount,Rating,BrickLinkSoldPriceNew,BrickLinkSoldPriceUsed,LaunchYear,LaunchMonth,ExitYear,ExitMonth,YearsSinceExit,PriceChange,ResaleDemand,AppreciationTrend,SizeCategory,Exclusivity,ThemePopularity,InvestmentScore,AnnualPriceIncrease,AnnualPercentageIncrease,PricePerPiece,PricePerMinifig,YearsOnMarket,InteractionFeature,PredictedInvestmentScore
48803,75374,2024,Normal,Star Wars,Skeleton Crew,The Onyx Cinder,75374-1,139.99,1325.0,5.0,Box,Retail,0.0,0.0,0.0,0.0,10.0,0.0,1961,2003,0,87.01,67.41,2024,1,2025,12,0,-37.845560397171226,1.2907580477673937,0.0,2,1,0.0,-5.138224158868491,0.0,0.0,0.10565283018867926,27.998,1,0.10565283018867926,-0.832190498002765
32116,10297,2022,Normal,Icons,Modular Buildings Collection,Boutique Hotel,10297-1,229.99,3066.0,7.0,Box,LEGO exclusive,58.2,48.0,12.4,3.471,18.0,0.0,16740,4830,14,172.6,149.43,2022,1,2025,12,0,-24.95325883734076,1.1550558790068928,0.0,2,1,0.0,0.0186964650636962,0.0,0.0,0.07501304631441617,32.855714285714285,3,0.2250391389432485,-0.8343286853477867
48567,10332,2024,Normal,Icons,Castle System,Medieval Town Square,10332-1,229.99,3304.0,8.0,Box,LEGO exclusive,55.5,37.8,13.2,3.535,18.0,0.0,4463,4447,0,208.38,171.11,2024,1,2027,12,0,-9.396060698291237,1.2178131026824848,0.0,2,1,0.0,6.241575720683506,0.0,0.0,0.06960956416464892,28.74875,3,0.20882869249394675,-0.8391076857683455
50436,10350,2025,Normal,Icons,Modular Buildings Collection,Tudor Corner,10350-1,229.99,3266.0,8.0,Box,LEGO exclusive,55.5,37.8,13.2,3.554,18.0,0.0,3835,3297,9,231.77,185.78,2025,1,2028,12,0,0.7739466933344933,1.247550866616428,0.0,2,1,0.0,10.309578677333798,0.0,0.0,0.0704194733619106,28.74875,3,0.21125842008573179,-0.8391076857683455
45507,76261,2023,Normal,Marvel Super Heroes,Spider-Man: No Way Home,Spider-Man Final Battle,76261-1,109.99,900.0,9.0,Box,Retail,37.8,35.4,7.1,0.0,10.0,0.0,4485,1964,4,76.7,58.17,2023,1,2025,12,0,-30.266387853441216,1.3185490802819322,0.0,1,1,0.0,-2.1065551413764876,0.0,0.0,0.1222111111111111,12.22111111111111,2,0.2444222222222222,-0.8429234379410158
48876,75389,2024,Normal,Star Wars,Rebuild the Galaxy,The Dark Falcon,75389-1,179.99,1579.0,6.0,Box,Retail,48.0,37.8,11.2,0.0,10.0,0.0,3854,3159,0,133.01,103.24,2024,1,2026,12,0,-26.10145008056004,1.2883572258814413,0.0,2,1,0.0,-0.4405800322240178,0.0,0.0,0.11398986700443318,29.998333333333335,2,0.22797973400886637,-0.8429234379410158
47232,75357,2023,Normal,Star Wars,Ahsoka,Ghost & Phantom II,75357-1,159.99,1394.0,5.0,Box,Retail,48.0,37.8,9.4,0.0,10.0,0.0,7789,3509,13,135.23,102.16,2023,1,2025,12,0,-15.475967247953006,1.323707909162099,0.0,2,1,0.0,3.8096131008187974,0.0,0.0,0.11477044476327117,31.998,2,0.22954088952654234,-0.8429234379410158
33658,76218,2022,Normal,Marvel Super Heroes,Doctor Strange in the Multiverse of Madness,Sanctum Sanctorum,76218-1,249.99,2708.0,9.0,Box,Retail,48.0,58.2,12.4,0.0,18.0,0.0,11543,3622,9,231.32,190.04,2022,1,2025,12,0,-7.468298731949284,1.2172174279099135,0.0,2,1,0.0,7.012680507220287,0.0,0.0,0.09231536189069424,27.776666666666667,3,0.27694608567208273,-0.8429234379410158
47230,75354,2023,Normal,Star Wars,The Clone Wars,Coruscant Guard Gunship,75354-1,139.99,1083.0,5.0,Box,Retail,48.0,37.8,7.1,0.0,9.0,0.0,7110,3240,0,119.77,102.06,2023,1,2026,7,0,-14.443888849203525,1.1735253772290808,0.0,2,1,0.0,4.222444460318591,0.0,0.0,0.1292613111726685,27.998,3,0.38778393351800555,-0.8429234379410158
34370,75347,2023,Normal,Star Wars,Episode VI,TIE Bomber,75347-1,64.99,625.0,4.0,Box,Retail,38.2,26.2,7.1,0.0,9.0,0.0,14452,2761,18,44.16,35.76,2023,1,2026,7,0,-32.051084782274195,1.2348993288590604,0.0,1,1,0.0,-2.820433912909678,0.0,0.0,0.103984,16.2475,3,0.311952,-0.8429234379410158
48483,76281,2024,Normal,Marvel Super Heroes,X-Men '97,X-Men X-Jet,76281-1,84.99,359.0,4.0,Box,Retail,28.2,26.2,7.6,0.0,8.0,0.0,2405,1589,6,79.59,53.5,2024,1,2025,12,0,-6.353688669255197,1.4876635514018692,0.0,1,1,0.0,7.458524532297921,0.0,0.0,0.2367409470752089,21.2475,1,0.2367409470752089,-0.8429234379410158
48805,75386,2024,Normal,Star Wars,The Mandalorian,Paz Vizsla and Moff Gideon Battle,75386-1,39.99,289.0,4.0,Box,Retail,26.2,19.1,6.1,0.0,7.0,0.0,5931,2599,0,30.94,26.58,2024,1,2026,7,0,-22.630657664416105,1.1640331075996992,0.0,1,1,0.0,0.9477369342335572,0.0,0.0,0.13837370242214533,9.9975,2,0.27674740484429067,-0.8429234379410158
48350,21344,2023,Normal,Ideas,Licensed,The Orient Express Train,21344-1,299.99,2540.0,8.0,Box,LEGO exclusive,58.0,37.5,11.2,3.481,18.0,0.0,2936,3063,4,274.54,231.01,2023,1,2025,12,0,-8.483616120537347,1.1884334011514657,0.0,2,1,0.0,6.606553551785061,0.0,0.0,0.11810629921259842,37.49875,2,0.23621259842519685,-0.8429234379410158
47072,76423,2023,Normal,Harry Potter,Philosopher's Stone,Hogwarts Express & Hogsmeade Station,76423-1,129.99,1074.0,8.0,Box,Retail,54.0,28.2,9.1,0.0,8.0,0.0,2644,2435,0,104.91,84.73,2023,1,2025,12,0,-19.293791830140787,1.2381682993036704,0.0,2,1,0.0,2.282483267943685,0.0,0.0,0.12103351955307264,16.24875,2,0.24206703910614527,-0.8429234379410158
48957,76437,2024,Normal,Harry Potter,Chamber of Secrets,The Burrow - Collectors' Edition,76437-1,259.99,2405.0,10.0,Box,LEGO exclusive,0.0,0.0,0.0,0.0,18.0,0.0,2137,1650,0,236.58,186.02,2024,1,2026,12,0,-9.004192468941111,1.271798731319213,0.0,2,1,0.0,6.398323012423555,0.0,0.0,0.1081039501039501,25.999000000000002,2,0.2162079002079002,-0.8429234379410158
48466,10327,2024,Normal,Icons,Licensed,Dune Atreides Royal Ornithopter,10327-1,164.99,1369.0,8.0,Box,Retail,45.6,28.2,11.8,0.0,18.0,0.0,4799,2684,17,131.48,101.2,2024,1,2027,12,0,-20.31032183768714,1.2992094861660075,0.0,2,1,0.0,1.8758712649251432,0.0,0.0,0.12051862673484295,20.62375,3,0.3615558802045289,-0.8429234379410158
48572,10333,2024,Normal,Icons,Licensed,The Lord of the Rings: Barad-dûr,10333-1,459.99,5471.0,11.0,Box,LEGO exclusive,37.8,52.3,25.7,0.0,18.0,0.0,4082,3410,12,433.89,352.92,2024,1,2027,12,0,-5.674036392095485,1.2294287657259435,0.0,2,1,0.0,7.730385443161806,0.0,0.0,0.08407786510692744,41.81727272727273,3,0.2522335953207823,-0.8429234379410158
47236,76417,2023,Normal,Harry Potter,General,Gringotts Wizarding Bank - Collectors' Edition,76417-1,429.99,4803.0,13.0,Box,LEGO exclusive,48.0,52.3,21.8,0.0,18.0,0.0,3518,3810,0,385.37,320.57,2023,1,2026,12,0,-10.37698551129096,1.2021399382350189,0.0,2,1,0.0,5.849205795483615,0.0,0.0,0.08952529668956902,33.076153846153844,3,0.2685758900687071,-0.8429234379410158
48459,76426,2024,Normal,Harry Potter,Philosopher's Stone,Hogwarts Castle Boathouse,76426-1,37.99,350.0,5.0,Box,Retail,19.1,26.2,7.2,0.0,8.0,0.0,3012,1658,4,26.51,22.66,2024,1,2026,7,0,-30.21847854698605,1.1699029126213594,0.0,1,1,0.0,-2.08739141879442,0.0,0.0,0.10854285714285715,7.598000000000001,2,0.2170857142857143,-0.8429234379410158
34501,10316,2023,Normal,Icons,Licensed,The Lord of the Rings: Rivendell,10316-1,499.99,6167.0,21.0,Box,LEGO exclusive,75.0,39.0,50.0,0.0,18.0,0.0,8517,6347,29,429.26,361.22,2023,5,2025,12,0,-14.146282925658516,1.1883616632523115,0.0,2,1,0.0,4.341486829736594,0.0,0.0,0.08107507702286364,23.809047619047618,2,0.16215015404572727,-0.8482162342502519
34386,10312,2023,Normal,Icons,Modular Buildings Collection,Jazz Club,10312-1,229.99,2899.0,8.0,Box,LEGO exclusive,57.8,47.6,12.0,3.884,18.0,0.0,11025,4636,18,188.63,177.91,2023,1,2026,12,0,-17.98339058219923,1.060255185206003,0.0,2,1,0.0,2.806643767120307,0.0,0.0,0.07933425319075543,28.74875,3,0.2380027595722663,-0.8538252391081667
48460,76428,2024,Normal,Harry Potter,Philosopher's Stone,Hagrid's Hut: An Unexpected Visit,76428-1,74.99,896.0,5.0,Box,Retail,38.2,26.2,7.1,0.0,8.0,0.0,2518,2183,0,66.18,50.0,2024,1,2026,7,0,-11.74823309774635,1.3236,0.0,1,1,0.0,5.30070676090146,0.0,0.0,0.08369419642857143,14.998,2,0.16738839285714285,-0.8568109868434828
48874,75396,2024,Normal,Star Wars,Episode VI,Desert Skiff & Sarlacc Pit,75396-1,79.99,558.0,6.0,Box,Retail,28.2,26.2,7.6,0.0,9.0,0.0,4276,2875,0,62.52,53.49,2024,1,2025,12,0,-21.840230028753584,1.1688166012338754,0.0,1,1,0.0,1.2639079884985662,0.0,0.0,0.14335125448028674,13.331666666666665,1,0.14335125448028674,-0.8568109868434828
48869,75394,2024,Normal,Star Wars,Episode IV,Imperial Star Destroyer,75394-1,159.99,1555.0,7.0,Box,Retail,45.6,28.2,13.6,0.0,10.0,0.0,2983,3985,9,165.96,130.0,2024,1,2026,12,0,3.731483217701105,1.2766153846153847,0.0,2,1,0.0,11.492593287080442,0.0,0.0,0.10288745980707396,22.85571428571429,2,0.20577491961414793,-0.8568109868434828
50519,21353,2024,Normal,Ideas,Unknown,The Botanical Garden,21353-1,329.99,3792.0,12.0,Box,LEGO exclusive,55.2,37.3,15.1,4.228,18.0,0.0,2248,2616,0,300.35,256.85,2024,1,2026,12,0,-8.982090366374734,1.1693595483745376,0.0,2,1,0.0,6.407163853450106,0.0,0.0,0.08702267932489452,27.499166666666667,2,0.17404535864978904,-0.8568109868434828
48890,76291,2024,Normal,Marvel Super Heroes,Avengers: Age of Ultron,The Avengers Assemble: Age of Ultron,76291-1,99.99,613.0,9.0,Box,Retail,38.2,26.2,7.1,0.0,10.0,0.0,1020,1775,0,76.16,65.0,2024,1,2025,12,0,-23.832383238323832,1.1716923076923076,0.0,1,1,0.0,0.4670467046704676,0.0,0.0,0.163115823817292,11.11,1,0.163115823817292,-0.8568109868434828
48944,21351,2024,Normal,Ideas,Licensed,Disney Tim Burton's The Nightmare Before Christmas,21351-1,199.99,2193.0,8.0,Box,LEGO exclusive,0.0,0.0,0.0,0.0,18.0,0.0,1939,2129,0,221.39,189.5,2024,3,2026,12,0,10.700535026751329,1.1682849604221637,0.0,2,1,0.0,14.280214010700533,0.0,0.0,0.09119471044231646,24.99875,2,0.18238942088463292,-0.8568109868434828
45501,21341,2023,Normal,Ideas,Licensed,Disney Hocus Pocus: The Sanderson Sisters' Cottage,21341-1,229.99,2316.0,9.0,Box,LEGO exclusive,58.2,37.8,10.3,0.0,18.0,0.0,4319,2382,0,203.7,171.99,2023,1,2025,12,0,-11.430931779642602,1.1843711843711842,0.0,2,1,0.0,5.427627288142959,0.0,0.0,0.0993048359240069,25.554444444444446,2,0.1986096718480138,-0.8568109868434828
48849,21348,2024,Normal,Ideas,Licensed,Dungeons & Dragons: Red Dragon's Tale,21348-1,359.99,3745.0,11.0,Box,LEGO exclusive,37.8,55.5,15.7,0.0,18.0,0.0,3545,3055,5,288.32,250.85,2024,1,2026,12,0,-19.90888635795439,1.1493721347418775,0.0,2,1,0.0,2.0364454568182433,0.0,0.0,0.09612550066755675,32.72636363636364,2,0.1922510013351135,-0.8568109868434828
48877,75385,2024,Normal,Star Wars,Ahsoka,Ahsoka Tano's Duel on Peridea,75385-1,54.99,382.0,5.0,Box,Retail,26.2,22.2,7.6,0.0,8.0,0.0,4043,2759,3,52.56,38.0,2024,1,2025,12,0,-4.4189852700491,1.383157894736842,0.0,1,1,0.0,8.23240589198036,0.0,0.0,0.14395287958115183,10.998000000000001,1,0.14395287958115183,-0.8568109868434828
45531,75362,2023,Normal,Star Wars,Ahsoka,Ahsoka Tano's T-6 Jedi Shuttle,75362-1,79.99,601.0,4.0,Box,Retail,38.2,26.2,7.1,0.0,9.0,0.0,10622,2444,14,51.27,50.0,2023,1,2025,12,0,-35.90448806100762,1.0254,0.0,1,1,0.0,-4.361795224403048,0.0,0.0,0.13309484193011648,19.9975,2,0.26618968386023295,-0.8624199917013957
32134,10305,2022,Normal,Icons,Castle System,Lion Knights' Castle,10305-1,399.99,4514.0,22.0,Box,LEGO exclusive,52.3,48.0,21.8,0.0,18.0,0.0,10238,6038,20,367.61,347.54,2022,3,2025,12,0,-8.0952023800595,1.057748748345514,0.0,2,1,0.0,6.7619190479762,0.0,0.0,0.08861098803721755,18.18136363636364,3,0.26583296411165264,-0.8624199917013957
48875,75398,2024,Normal,Star Wars,Miscellaneous,C-3PO,75398-1,139.99,1138.0,1.0,Box,Retail,28.2,45.6,7.2,0.0,18.0,0.0,3678,2470,5,113.98,69.78,2024,1,2026,12,0,-18.579898564183157,1.6334193178561192,0.0,2,1,0.0,2.568040574326737,0.0,0.0,0.12301405975395431,139.99,2,0.24602811950790862,-0.8732146251741266
48943,21350,2024,Normal,Ideas,Licensed,Jaws,21350-1,149.99,1497.0,3.0,Box,LEGO exclusive,0.0,0.0,0.0,0.0,18.0,0.0,2616,2754,0,168.93,100.0,2024,3,2026,12,0,12.627508500566703,1.6893,0.0,2,1,0.0,15.051003400226682,0.0,0.0,0.1001937207748831,49.99666666666667,2,0.2003874415497662,-0.8871021740765936
48482,76280,2024,Normal,Marvel Super Heroes,Spider-Man: No Way Home,Spider-Man vs. Sandman: Final Battle,76280-1,37.99,347.0,3.0,Box,Retail,26.2,19.1,6.1,0.0,10.0,0.0,3165,1255,14,31.71,21.96,2024,1,2025,12,0,-16.53066596472756,1.4439890710382512,0.0,1,1,0.0,3.387733614108975,0.0,0.0,0.10948126801152738,12.663333333333334,1,0.10948126801152738,-0.9004207717448525
48462,76430,2024,Normal,Harry Potter,Goblet of Fire,Hogwarts Castle Owlery,76430-1,44.99,364.0,3.0,Box,Retail,22.2,26.2,6.2,0.0,8.0,0.0,3313,1888,0,31.49,25.0,2024,1,2025,12,0,-30.006668148477445,1.2595999999999998,0.0,1,1,0.0,-2.0026672593909787,0.0,0.0,0.1235989010989011,14.996666666666668,1,0.1235989010989011,-0.9004207717448525
45497,76419,2023,Normal,Harry Potter,Miscellaneous,Hogwarts Castle and Grounds,76419-1,169.99,2660.0,1.0,Box,Retail,48.0,37.8,11.2,0.0,18.0,0.0,5377,2869,0,136.68,113.67,2023,1,2026,12,0,-19.595270310018236,1.2024280812879389,0.0,2,1,0.0,2.161891875992705,0.0,0.0,0.063906015037594,169.99,3,0.19171804511278198,-0.907337959510433
47231,75367,2023,Normal,Star Wars,Ultimate Collector Series,Venator-class Republic Attack Cruiser,75367-1,649.99,5374.0,2.0,Box,LEGO exclusive,0.0,0.0,0.0,0.0,18.0,0.0,3823,4504,10,508.83,412.52,2023,1,2026,12,0,-21.717257188572137,1.233467468243964,0.0,2,1,0.0,1.3130971245711454,0.0,0.0,0.12095087458131745,324.995,3,0.36285262374395233,-0.9111537116831032
50682,10363,2025,Normal,Icons,Miscellaneous,Leonardo da Vinci's Flying Machine,10363-1,49.99,493.0,1.0,Box,Retail,28.2,26.2,5.9,0.0,18.0,0.0,1116,1882,0,48.94,35.99,2025,1,2028,12,0,-2.100420084016812,1.3598221728257849,0.0,1,1,0.0,9.159831966393275,0.0,0.0,0.10139959432048681,49.99,3,0.3041987829614604,-0.9111537116831032
48468,10330,2024,Normal,Icons,Vehicles,McLaren MP4/4 & Ayrton Senna,10330-1,79.99,693.0,1.0,Box,Retail,38.2,26.2,7.1,0.0,18.0,0.0,4412,1513,0,61.85,47.95,2024,1,2027,12,0,-22.67783472934116,1.2898852971845671,0.0,1,1,0.0,0.928866108263536,0.0,0.0,0.11542568542568542,79.99,3,0.34627705627705624,-0.9111537116831032
47098,10323,2023,Normal,Icons,Licensed,PAC-MAN Arcade,10323-1,269.99,2651.0,1.0,Box,LEGO exclusive,58.2,48.0,12.4,0.0,18.0,0.0,3328,2366,5,226.27,173.33,2023,1,2026,12,0,-16.193192340457053,1.3054289505567414,0.0,2,1,0.0,3.5227230638171783,0.0,0.0,0.1018445869483214,269.99,3,0.3055337608449642,-0.9111537116831032
48802,75382,2024,Normal,Star Wars,Ultimate Collector Series,TIE Interceptor,75382-1,229.99,1931.0,2.0,Box,LEGO exclusive,55.5,37.8,10.3,0.0,18.0,0.0,4047,2791,4,207.71,164.9,2024,1,2026,12,0,-9.687377712074438,1.25961188599151,0.0,2,1,0.0,6.1250489151702245,0.0,0.0,0.11910409114448473,114.995,2,0.23820818228896945,-0.9111537116831032
48871,75388,2024,Normal,Star Wars,Rebuild the Galaxy,Jedi Bob's Starfighter,75388-1,39.99,305.0,3.0,Box,Retail,26.2,19.1,6.1,0.0,8.0,0.0,4733,2093,9,31.63,24.0,2024,1,2026,7,0,-20.90522630657665,1.3179166666666666,0.0,1,1,0.0,1.6379094773693392,0.0,0.0,0.13111475409836065,13.33,2,0.2622295081967213,-0.9111537116831032
30702,75978,2020,Normal,Harry Potter,General,Diagon Alley,75978-1,449.99,5544.0,17.0,Box,LEGO exclusive,58.2,48.0,17.0,0.0,16.0,0.0,11310,5779,15,408.56,319.9,2020,1,2025,12,0,-9.206871263805864,1.2771491090965927,0.0,2,1,0.0,6.317251494477654,0.0,0.0,0.08116702741702742,26.47,5,0.4058351370851371,-0.9184058494051861
31923,21330,2021,Normal,Ideas,Licensed,Home Alone,21330-1,299.99,3955.0,5.0,Box,Retail - limited,58.2,48.0,17.0,0.0,18.0,0.0,11289,4222,0,254.7,226.31,2021,1,2026,12,0,-15.09716990566353,1.1254473951659227,0.0,2,1,0.0,3.961132037734588,0.0,0.0,0.07585082174462705,59.998000000000005,5,0.37925410872313525,-0.9184058494051861
30941,76178,2021,Normal,Marvel Super Heroes,Spider-Man,Daily Bugle,76178-1,349.99,3772.0,25.0,Box,LEGO exclusive,48.0,58.2,17.0,0.0,18.0,0.0,12369,4683,23,281.7,237.25,2021,1,2025,12,0,-19.511986056744483,1.1873551106427818,0.0,2,1,0.0,2.1952055773022066,0.0,0.0,0.0927863202545069,13.999600000000001,4,0.3711452810180276,-0.9270006019984152
31689,40516,2021,Normal,Icons,Miscellaneous,Everyone is Awesome,40516-1,34.99,346.0,11.0,Box,LEGO exclusive,35.2,18.9,6.8,0.566,18.0,0.0,12921,1601,29,33.39,24.46,2021,1,2025,12,0,-4.57273506716205,1.3650858544562552,0.0,1,1,0.0,8.17090597313518,0.0,0.0,0.10112716763005782,3.180909090909091,4,0.40450867052023126,-0.9270006019984152
48526,75381,2024,Normal,Star Wars,Episode I,Droideka,75381-1,64.99,583.0,1.0,Box,Retail,22.2,26.2,7.6,0.0,18.0,0.0,5486,2157,0,41.64,39.31,2024,1,2026,12,0,-35.928604400677024,1.0592724497583312,0.0,1,1,0.0,-4.371441760270811,0.0,0.0,0.11147512864493996,64.99,2,0.2229502572898799,-0.9306502654434832
32282,21335,2022,Normal,Ideas,Unknown,Motorized Lighthouse,21335-1,299.99,2065.0,2.0,Box,Retail - limited,47.5,57.8,9.0,3.339,18.0,0.0,7084,4728,6,236.55,212.55,2022,1,2025,12,0,-21.147371579052635,1.1129146083274524,0.0,2,1,0.0,1.5410513683789464,0.0,0.0,0.145273607748184,149.995,3,0.43582082324455207,-0.9306502654434832
45527,75355,2023,Normal,Star Wars,Ultimate Collector Series,X-wing Starfighter,75355-1,239.99,1949.0,2.0,Box,LEGO exclusive,58.2,37.8,8.7,0.0,18.0,0.0,6810,2925,13,181.57,163.47,2023,1,2025,12,0,-24.342680945039383,1.1107236801859668,0.0,2,1,0.0,0.2629276219842467,0.0,0.0,0.12313494099538225,119.995,2,0.2462698819907645,-0.9306502654434832
48524,75379,2024,Normal,Star Wars,Miscellaneous,R2-D2,75379-1,99.99,1050.0,2.0,Box,Retail,26.2,38.2,9.4,0.0,10.0,0.0,7671,2819,13,69.77,66.5,2024,1,2026,12,0,-30.223022302230223,1.049172932330827,0.0,2,1,0.0,-2.0892089208920908,0.0,0.0,0.09522857142857143,49.995,2,0.19045714285714285,-0.9445378143459484
32280,21333,2022,Normal,Ideas,Licensed,Vincent van Gogh - The Starry Night,21333-1,169.99,2316.0,1.0,Box,Retail - limited,48.0,37.8,11.2,2.85,18.0,0.0,9239,3548,0,140.56,106.96,2022,1,2026,12,0,-17.312783104888528,1.3141361256544504,0.0,2,1,0.0,3.074886758044588,0.0,0.0,0.07339810017271158,169.99,4,0.2935924006908463,-0.9866361231472736
30922,76391,2021,Normal,Harry Potter,Miscellaneous,Hogwarts Icons - Collectors' Edition,76391-1,299.99,3010.0,3.0,Box,LEGO exclusive,58.2,48.0,12.4,0.0,18.0,0.0,7553,3634,18,238.31,167.38,2021,2,2025,12,0,-20.56068535617854,1.4237662803202296,0.0,2,1,0.0,1.7757258575285846,0.0,0.0,0.09966445182724253,99.99666666666667,4,0.3986578073089701,-0.9952308757405026
32403,75333,2022,Normal,Star Wars,Episode II,Obi-Wan Kenobi's Jedi Starfighter,75333-1,29.99,282.0,3.0,Box,Retail,26.2,19.1,6.1,0.0,7.0,0.0,20047,2199,21,21.39,15.14,2022,1,2026,7,0,-28.676225408469485,1.4128137384412154,0.0,1,1,0.0,-1.4704901633877938,0.0,0.0,0.10634751773049644,9.996666666666666,4,0.4253900709219858,-0.9952308757405026
32129,10300,2022,Normal,Icons,Licensed,Back to the Future Time Machine,10300-1,199.99,1872.0,2.0,Box,LEGO exclusive,48.0,28.2,11.8,0.0,18.0,0.0,13062,4197,20,167.51,117.52,2022,1,2026,12,0,-16.240812040602037,1.4253744043567051,0.0,2,1,0.0,3.503675183759185,0.0,0.0,0.10683226495726496,99.995,4,0.42732905982905983,-0.9952308757405026
48527,75384,2024,Normal,Star Wars,Young Jedi Adventures,The Crimson Firehawk,75384-1,49.99,136.0,3.0,Box,Retail,26.2,19.1,7.2,0.0,4.0,0.0,1775,811,0,31.8,26.5,2024,1,2025,12,0,-36.3872774554911,1.2,0.0,0,1,0.0,-4.554910982196441,0.0,0.0,0.36757352941176474,16.663333333333334,1,0.36757352941176474,-1.0271136148012965
50773,71049,2025,Random,Collectable Minifigures,Formula 1 Series,LEGO Collectables - F1 Race Cars {Random pack},71049-0,4.99,29.0,0.0,Box,Retail,0.0,0.0,0.0,0.0,0.0,0.0,6,360,0,0.0,0.0,2025,1,2025,12,0,-100.0,0.0,0.0,0,0,0.0,-40.0,0.0,0.0,0.17206896551724138,0.0,0,0.0,-2.656683550428502
48305,30672,2024,Normal,Minecraft,Minifig-scale,Steve and Baby Panda,30672-1,4.99,35.0,1.0,Polybag,Retail - limited,17.0,19.5,1.5,0.0,0.0,0.0,1969,359,0,3.66,0.0,2024,1,2025,12,0,-26.65330661322645,0.0,0.0,0,0,0.0,-10.661322645290582,0.0,0.0,0.14257142857142857,4.99,1,0.14257142857142857,-3.7575947022578244
50786,71048,2025,Normal,Collectable Minifigures,Series 27,Bogeyman,71048-8,4.99,9.0,1.0,Box,Retail,0.0,0.0,0.0,0.0,5.0,0.0,2488,480,0,0.0,0.0,2025,1,2025,12,0,-100.0,0.0,0.0,0,0,0.0,-40.0,0.0,0.0,0.5544444444444445,4.99,0,0.0,-3.7718144390709103
50785,71048,2025,Normal,Collectable Minifigures,Series 27,Longboarder,71048-7,4.99,9.0,1.0,Box,Retail,0.0,0.0,0.0,0.0,5.0,0.0,2025,360,0,0.0,0.0,2025,1,2025,12,0,-100.0,0.0,0.0,0,0,0.0,-40.0,0.0,0.0,0.5544444444444445,4.99,0,0.0,-3.7718144390709103
50788,71048,2025,Normal,Collectable Minifigures,Series 27,Pirate Quartermaster,71048-10,4.99,8.0,1.0,Box,Retail,0.0,0.0,0.0,0.0,5.0,0.0,2907,649,0,0.0,0.0,2025,1,2025,12,0,-100.0,0.0,0.0,0,0,0.0,-40.0,0.0,0.0,0.62375,4.99,0,0.0,-3.7718144390709103
50780,71048,2025,Normal,Collectable Minifigures,Series 27,Wolfpack Beastmaster,71048-2,4.99,9.0,1.0,Box,Retail,0.0,0.0,0.0,0.0,5.0,0.0,2764,1202,5,43.44,0.0,2025,1,2025,12,0,770.5410821643286,0.0,0.0,0,0,0.0,308.21643286573146,0.0,0.0,0.5544444444444445,4.99,0,0.0,-3.7718144390709103
50787,71048,2025,Normal,Collectable Minifigures,Series 27,Cupid,71048-9,4.99,9.0,1.0,Box,Retail,0.0,0.0,0.0,0.0,5.0,0.0,2182,402,0,0.0,0.0,2025,1,2025,12,0,-100.0,0.0,0.0,0,0,0.0,-40.0,0.0,0.0,0.5544444444444445,4.99,0,0.0,-3.7718144390709103
50790,71048,2025,Normal,Collectable Minifigures,Series 27,Steampunk Inventor,71048-12,4.99,10.0,1.0,Box,Retail,0.0,0.0,0.0,0.0,5.0,0.0,2752,586,0,0.0,0.0,2025,1,2025,12,0,-100.0,0.0,0.0,0,0,0.0,-40.0,0.0,0.0,0.499,4.99,0,0.0,-3.8120292484540084
50781,71048,2025,Normal,Collectable Minifigures,Series 27,Jetpack Racer,71048-3,4.99,10.0,1.0,Box,Retail,0.0,0.0,0.0,0.0,5.0,0.0,2385,499,0,106.2,0.0,2025,1,2025,12,0,2028.2565130260523,0.0,0.0,0,0,0.0,811.302605210421,0.0,0.0,0.499,4.99,0,0.0,-3.8120292484540084
50782,71048,2025,Normal,Collectable Minifigures,Series 27,Astronomer Kid,71048-4,4.99,15.0,1.0,Box,Retail,0.0,0.0,0.0,0.0,5.0,0.0,2119,412,4,52.64,0.0,2025,1,2025,12,0,954.9098196392786,0.0,0.0,0,0,0.0,381.96392785571146,0.0,0.0,0.33266666666666667,4.99,0,0.0,-3.8227959527495954
50772,71048,2025,Random,Collectable Minifigures,Series 27,LEGO Minifigures - Series 27 {Random pack},71048-0,4.99,0.0,0.0,Box,Retail,0.0,0.0,0.0,0.0,5.0,0.0,245,125,0,0.0,0.0,2025,1,2025,12,0,-100.0,0.0,0.0,0,0,0.0,-40.0,0.0,0.0,0.10461240310077519,0.0,0,0.16234657039711192,-5.175850231532735
29774,45030,2020,Normal,Education,Duplo,People,45030-1,119.95,18.0,26.0,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,34,68,0,103.02,0.0,2020,1,2025,12,0,-14.11421425593998,0.0,0.0,0,0,0.0,-5.645685702375992,0.0,0.0,6.663888888888889,4.6134615384615385,5,33.31944444444444,-6.039808851603156
31162,10941,2021,Normal,Duplo,Mickey,Mickey & Minnie Birthday Train,10941-1,29.99,22.0,2.0,Box,Retail,35.4,19.1,7.0,0.0,2.0,0.0,588,107,0,20.5,0.0,2021,1,2027,12,0,-31.643881293764583,0.0,0.0,0,0,0.0,-12.657552517505836,0.0,0.0,1.363181818181818,14.995,6,8.179090909090908,-6.421352511649454
